prediction	reference
al gânsfakânsjes lang docht er oa in húsruljen mei amerikaanske famyljes	Al gâns fakânsjes lang docht er oan húsruiljen mei Amerikaanske famyljes.
yn kammingabuoerren yn ljouwert is in hierres belangeferieniging yn opljochting	Yn Kammingabuorren yn Ljouwert is in hierdersbelangeferieniging yn oprjochting.
de grutte troef fan antwerpen is in histoarysk hart op rin ôfstân	De grutte troef fan Antwerpen is in histoarysk hart op rinôfstân.
de konservator fan it museum hat de wurken útsocht	De konservator fan it museum hat de wurken útsocht.
se ha it makliker krigen	Se ha it makliker krigen.
hja kaam út amsterdam en foar him wie se in frou fan de wrâld	Hja kaam út Amsterdam en foar him wie se in frou fan de wrâld.
sa ticht haw ik der noch noait by stien	Sa ticht ha ik der noch noait by stien.
hoe let giet de trijn nei snits	Hoe let giet de trein nei Snits?
mei in gleske wynderbibe slute wy om te wachtsjen oan de moantiid ta	Mei in gleske wyn derby beslute wy om te wachtsjen oan 'e moarntiid ta.
de diken kinne net breder makke wurde want dêr is gjin rûomte foar	De diken kinne net breder makke wurde, want dêr is gjin romte foar.
syn fel bleau wyt al brâne de sinne noch sa fûel	Syn fel bleau wyt, al brânde de sinne noch sa fûl.
nei it ûngelok rieden de ambulânsen ôf en oan	Nei it ûngelok rieden de ambulânsen ôf en oan.
doe hiest al in geweldige kondysje	Doe hiest al in geweldige kondysje.
rûtebeskriuwing nei hús ta	Rûtebeskriuwing nei hús ta.
it is al in kear bard dat der mar ien besiker wie	It is al in kear bard dat der mar ien besiker wie.
as it freeds reint dan sjocht men saterdeis gjin mins	As it freeds reint, dan sjocht men saterdeis gjin mins.
wêr is minne hinne	Wêr is Minne hinne?
it eilân suchte ûnder de kriminaliteit	It eilân suchte ûnder de kriminaliteit.
neffens my binne jo ien fan de meast tagonklike skriuwers fan fryslân	Neffens my binne jo ien fan de meast tagonklike skriuwers fan Fryslân.
it famke seach as krige se te hearren dat se de hûndert tûzen wûnen hie	It famke seach as krige se te hearren dat se de hûnderttûzen wûn hie.
ik kin dy jonge ek gjin tel út it each ferlieze	Ik kin dy jonge ek gjin tel út it each ferlieze!
de regeling sil bena foar ernstige gefallen	De regeling sil benammen jilde foar earnstige gefallen.
de koal wurdt besnijd skjinmakke en yn kratsjes ferpakt	De koal wurdt bysnijd, skjinmakke en yn kratsjes ferpakt.
de wurken wurde safolle as mooglik stoffrij opburgen yn argyifdoazen	De wurken wurde safolle as mooglik stoffrij opburgen yn argyfdoazen.
wiskje folgjende wurd	Wiskje folgjende wurd.
trije leden fan dy wurkgrup binne diplomearre moolder	Trije leden fan dy wurkgroep binne diplomearre moolder.
dêr stiet in laagje ryp op e fyt dyt tsjin de gevel stie	Der siet in laachje ryp op 'e fyts dy't tsjin de gevel stie.
binne alle talen wer om te lieden op in oer tal	Binne alle talen werom te lieden op ien oertaal?
de delsetting waard rekke by loft oanfallen	De delsetting waard rekke by loftoanfallen.
geregeld wurde de minsken nei hús ta stjoerd	Geregeld wurde der minsken nei hûs ta stjoerd.
betroubêrre wittenskiplike feiten kinn men konklúzjes lûke	Allinne út betroubere wittenskiplike feiten kin men konklúzjes lûke.
it offisjele statkort foar de ferbouwing waard in moandeite moarn jûn	It offisjele startskot foar de ferbouwing waard moandeitemoarn jûn.
de bestudearre metoaren wurde wiid weidigt taljochten mei foarbylden	De bestudearre metoaden wurde wiidweidich taljochte mei foarbylden.
at se in swiper sjogge en fiele no dan binne se net sa lekker	At se in swipe sjogge en fiele no dan binne se net sa lekker.
ha jo in twa persoans keamerfrij foar oere wike tongersdeie freed	Ha jo in twapersoans keamer frij foar oare wike tongersdei en freed?
dy man is sa oannoazel dy lit him fan alles wiis meitsje	Dy man is sa ûnnoazel, dy lit him fan alles wiismeitsje.
as er mei grut gemak eingelsk praat nim ik him oan	As er mei grut gemak Ingelsk praat, nim ik him oan.
de polysj de polysje hat it wapen yn it hûs fûn en yn beslach naam	De polysje hat it wapen yn it hús fûn en yn beslach naam.
as wy neat doge dan skoat de kustline de kant nei it lân op	As wy neat dogge, dan skoot de kustline de kant nei it lân op.
neffens my hat se wol gelyk	Neffens my hat se wol gelyk.
op de tsjûkemar binne freedtejûn trije minsken oppakt foar fiskstrûperij	Op de Tsjûkemar binne freedtejûn trije minsken oppakt foar fiskstreuperij.
de dokter wol dat wy be noch fjirtjin dagen rêstnimt	De dokter wol dat Wybe noch fjirtjin dagen rêst nimt.
it soe in tige kâlde nacht wurde mei in pear graden grûn frâlsten	It soe in tige kâlde nacht wurde mei in pear graden grûnfroast.
it is drok op e baan de reedriders twierje trochinoar	It is drok op 'e baan, de reedriders twirje trochinoar.
hy skuot holle by it hearren fan al dy oansin	Hy skodholle by it hearren fan al dy ûnsin.
de fertochte is ferheard en wer op frije fuorten steld	De fertochte is ferheard en wer op frije fuotten steld.
de direkteur nimt de problemen in grutte finansjele strop foar syn bedriuw	De direkteur neamt de problemen in grutte finansjele strop foar syn bedriuw.
oer in par wike begjinne de earste merken wêr	Oer in pear wike begjinne de earste merken wer.
ik soe de grif net mei ynstimd hawwe al as se mey dat frege hiene	Ik soe der grif net mei ynstimd hawwe as se my dat frege hiene.
it pakoers is troch de iauw hinne heal wat kearem wizige	It parkoers is troch de iuw hinne hiel wat kearen wizige.
ik kin saterdei de hiele dei	Ik kin saterdei de hiele dei.
nodat ik âld bin draach ik dêr de gefolgen fan	No't ik âld bin draach ik dêr de gefolgen fan.
witte jo wat dy tekst ynhâld	Witte jo wat dy tekst ynhâldt?
ik bin no meiy folslein oare dingen dwaande	Ik bin no mei folslein oare dingen dwaande.
dit merk stiet foar orizjinele ekskluzive famkesclean	Dit merk stiet foar orizjinele, eksklusive famkesklean.
dy wolle de hotelkosten net betele je	Dy wolle de hotelkosten net betelje.
dat ha ik nei tsein	Dat ha ik noait sein!
ik sjoch wol	Ik sjoch wol.
sylvia waard de sneintenachts mei hertklachten opnommen yn it sikehûs	Sylvia waard de sneintenachts mei hertklachten opnommen yn it sikehús.
de moarnssesje begjint om healwi olven	De moarnssesje begjint om healwei alven.
ik sjoch him leaver fan efteren es fan foaren	Ik sjoch him leaver fan efteren as fan foaren.
hy rint dêromhinnen rinne as de kat om de hiete brij	Hy rint deromhinne rinne as de kat om de hjitte brij.
hy rint of de skonken him yn e knoop sitte	Hy rint oft de skonken him yn 'e knoop sitte.
gean santjin nei ûnderen ta	Gean santjin nei ûnderen ta.
ik ik begryp it eins net sa goed	Ik begryp it eins net sa goed.
gean nei skiednit	Gean nei skiednis.
binst hjir allinne hinne kommen	Bist hjir allinne hinne kommen?
de nije lokaasje ferfangt it âlde plak dat bod ferâlderê en tichtgiet	De nije lokaasje ferfangt it âlde plak, dat bot ferâldere is en tichtgiet.
hy wie al fyftich mar hy seach dêr folle jongerút	Hja wie al fyftich, mar hja seach der folle jonger út.
ik sil besykje om it problematyske fan dizze opfetting oan te toanen	Ik sil besykje om it problematyske fan dizze opfetting oan te toanen.
it like in eauwichheid te duorjen en de pine wie net út te hâlden	It like in ivichheid te duorjen en de pine wie net út te hâlden.
dat is moai foar de feanstes	Dat is moai foar de Feansters.
mei ik my wer foarstelle	Mei ik my even foarstelle?
se pakte sneon mei oermacht har fjirde europeeskeoraund titel	Se pakte snein mei oermacht har fjirde Europeeske allroundtitel.
sjoch op de aksjeferpakking fil dyn unike winkoar yn en doch mei	Sjoch op 'e aksjeferpakking, folje dyn unike winkoade yn en doch mei!
foar de boer is it in stik berte wurden	Foar de boer is it in stik better wurden.
san hâlding bringt har yn de problemen	Sa'n hâlding bringt har yn de problemen.
wêr is de trap	Wêr is de trep?
yn de jierren sechstich hat e tûzenten foarbrefûn út de âlde stientiid	Yn de jierren sechstich hat er tûzenen foarwerpen fûn út de âlde stientiid.
pylk nei boppen ta	Pylk nei boppen ta.
wêrom is dyn kompjûter yn ienen sa traach	Wêrom is dyn kompjûter ynienen sa traach?
meitsje dat fet	Meitsje dat fet.
wat trappearre wurdt kin rekken je op in hege boete	Wa't trappearre wurdt, kin rekkenje op in hege boete.
ik bin wurdich ik wol no graach efkes allinne wêze	Ik bin warch, ik wol no graach efkes allinne wêze.
wêr moat ik my dy hinne	Wêr moat it mei dy hinne?
de trije dielen binne útjûn troch de fryske akademy	De trije dielen binne útjûn troch de Fryske Akademy.
pergolas binne in idial hâld fêst foar klimplanten	Pergola's binne in ideaal hâldfêst foar klimplanten.
dat fyn ik eacht	Dat fyn ik echt.
elk prat út syn eigen belang wei mar oeral hinget wol in priiskaartsje oan	Elk praat út syn eigen belang wei, mar oeral hinget wol in priiskaartsje oan.
hy gie fuorttaliks yn berot en dêrnei sil er yn kassaasje gean	Hy gie fuortdaliks yn berop en dêrnei sil er yn kassaasje gean.
hoe seaget der hjir doe út	Hoe seach it der hjir doe út?
der binne ek foarskriften dêrt de hannelers oan fordwaan moatte	Der binne ek foarskriften dêr't hannelers oan foldwaan moatte.
de regeling sil benamme jilde foar ernstie gefallen	De regeling sil benammen jilde foar earnstige gefallen.
hy hie der al lang wêze moatten	Hja hie der al lang wer wêze moatten.
by dat minne waar hâlden de âldelju de bern thús	By dat minne waar holden de âldelju de bern thús.
kinst dy auto net oars pakkearje	Kinst dy auto net oars parkearje?
der leit noch in kaai yn it laad	Der leit noch in kaai yn it laad.
	Wa't trappearre wurdt, kin rekkenje op in hege boete.
	Men kin dizze plant sonder swierrichheden yn 'e tún kweke.
	Hearst net wat ik sis?
	Ferpleats de rigel trije rigels omheech.
	Yn Drachten hat woansdeitemiddei brân west yn in wenhûs oan de Stasjonswei.
wy hawwe it oer in aktive hannelsbelâns as wy mear út as ynfiere	Wy hawwe it oer in aktive hannelsbalâns as wy mear út- as ynfiere.
de grutste drokter wurdt ferwachte op freedtejûn en saterdei saterdeitemoarn	De grutste drokte wurdt ferwachte op freedtejûn en saterdeitemoarn.
der binne ek foarskriften dêrt hannels oan foldwaan moatte	Der binne ek foarskriften dêr't hannelers oan foldwaan moatte.
ik wol tsien jier hurd wurkje in hjil fertsjinje en dan in wrâldreis gean	Ik wol tsien jier hurd wurkje en jild fertsjinje en dan op wrâldreis gean.
hja libbe yn in oare wrâld regearre troch erchtinten angst en haad	Hja libbe yn in oare wrâld, regearre troch erchtinken, eangst en haat.
op de montaazjeôfdieling wurde strykiezers makke	Op de montaazjeôfdieling wurde strykizers makke.
om it hûs wie in djip be sleat	Om it hûs wie in djippe sleat.
ik hie der gjin aan fan wêrt it frommes it oer hie	Ik hie der gjin aan fan wêr't it frommes it oer hie.
under it lange slûke en glêde dekhier leit it sêfte ûnderhier	Under it lange, slûke en glêde dekhier leit it sêfte ûnderhier.
it wie de tongersdeitwer moarns nij keningstei ien en al aktiviteit yn de binnensturt	It wie de tongersdeitemoarns nei Keningsdei ien en al aktiviteit yn de binnenstêd.
al wat libbet sil nea stjurre	Al wat libbet, sil nea stjerre.
de brune rôt kin ik yn rioelen libje	De brune rôt kin ek yn rioelen libje.
syn argewaasje wie ferdwûn en ek de wurgens tal der saneontemoarn	Syn argewaasje wie ferdwûn en ek de wurgens fan de sneontemoarn.
it slachtoffer waard op syn wyts oanriden troch it auto	It slachtoffer waard op syn fyts oanriden troch in auto.
de iene seit sus en de oare seit sa	De iene seit sus en de oare seit sa.
	Dy koenen dan maatregels nimme at se dat woenen.
de natuer in hantsje helpe is hieltyd gewoaner wurden e	De natuer in hantsje helpe is hieltyd gewoaner wurden.
dat boek is bedoeld foar begjinners	Dat boek is bedoeld foar begjinners.
sykje jo om in oplossing dyt klear is om te brûken	Sykje jo om in oplossing dy't klear is om te brûken?
yn e tuskentiid sille jo de auto steen litte moatte	Yn 'e tuskentiid sille jo de auto stean litte moatte.
de kuier sil doarje oan it likernôch fjouwer oere	De kuier sil duorje oant likernôch fjouwer oere.
set it finster werom	Set it finster werom.
tsjerkhânf	Tsjerkhôf.
de manlju wurde fertocht fan dielnimming oan in kriminele organisaasje	De manlju wurde fertocht fan dielnimming oan in kriminele organisaasje.
pake hie mei syn hile hûshâlding yn it rûfke wenne	Pake hie mei syn hiele húshâlding yn it roefke wenne.
ik ha dêr gjin beswier tsjin	Ik ha der gjin beswier tsjin.
dat is heel wat oars as wat ik ferwachte hie	Dat is heel wat oars as wat ik ferwachte hie.
de ôfslútdyk hat tiisdeitemiddei ôfsletten west fanwegen in ûngelok mei in frachtwein	De Ofslútdyk hat tiisdeitemiddei ôfsletten west fanwegen in ûngelok mei in frachtwein.
us heit prottet al wat mar dat waait wol wer oer	Us heit prottelet al wat, mar dat waait wol wer oer.
dan sjoch ik leaver in oare kânt út	Dan sjoch ik leaver in oare kant út.
ferôfdielje jimme my mar mar ik ferflok jimme allegearre	Feroardielje jimme my mar, mar ik ferflok jimme allegearre.
ik fiel my net hielendal hûndert presint jûn	Ik fiel my net hielendal hûndert persint jûn.
dêr spile my wat oars troch de holle	Der spile my wat oars troch de holle.
gean nei postfek yn	Gean nei Postfek Yn.
allinnich as je syk wiene sliepten je yn it bêd fan harren âlden	Allinnich as hja siik wiene, sliepten hja yn it bêd fan harren âlden.
hy is nei it sikehús brocht mar hy is bûten libbensgefaar	Hy is nei it sikehûs brocht mar hy is bûten libbensgefaar.
	Is men wat âlder, dan kin men sa'n drege sitewaasje better ferneare.
	Wy giene noch efkes thús oan en dêr siet Koos mei twa maten.
hurde wurden binne dat en sa wie ik doe ek	Hurde wurden binne dat, en sa wie ik doe ek.
ik soe der grif net mei ynstimd hawwe as se my dat frege hiene	Ik soe der grif net mei ynstimd hawwe as se my dat frege hiene.
wy sille jo jûn in iepenloftspul hearre litte	Wy sille jo jûn in iepenloftspul hearre litte.
juster gie it personiel wer oan it wurk nei trije wiken bedriuwsbesetting	Juster gie it personiel wer oan it wurk nei trije wiken bedriuwsbesetting.
de ynterfioer moat trochfreegje om efter de miening fan de respondint te kommen	De ynterviewer moat trochfreegje om efter de miening fan de respondint te kommen.
dêr is it lêste wurd noch net oer sein t	Dêr is it lêste wurd noch net oer sein.
wy geane de goede kant op mar ferskate saken kinne noch better	Wy geane de goede kant op, mar ferskate saken kinne noch better.
us systeem fan regels en sanksjes is trochsichtich foar ús learlingen	Us systeem fan regels en sanksjes is trochsichtich foar ús learlingen.
nei de lêste tongnen wurdt wachte op it aplaus	Nei de lêste toanen wurdt wachte op it applaus.
kinst hjir noch echt tsjuster belibje en nachts kinst in heel soad stjerren sjen er	Kinst hjir noch echt tsjuster belibje en nachts kinst in heel soad stjerren sjen.
ik ha hjir de heale nacht op dy sitten te wachtsjen	Ik ha hjir de heale nacht op dy sitten te wachtsjen.
de toanielferiening koe it moaier bedrach fan tsientûzent euro yn de boeken opskriuwe	De toanielferiening koe it moaie bedrach fan tsientûzen euro yn de boeken opskriuwe.
hja hie al hiel faak bearen sjoen wmar oant dan ta nea in grizzly	Hja hie al hiel faak bearen sjoen, mar oant dan ta nea in grizzly.
dat hoegde ek syn eigen jonge no net oan de noas te hingjen	Dat hoegde ik syn eigen jonge no net oan de noas te hingjen.
asto har oertsjûgje kinst om de rom te kommen sil ik dy ivich tankber wêze	Asto har oertsjûgje kinst om werom te kommen, sil ik dy ivich tankber wêze.
heal febrewaris is de bêste tiid om de skea yn kart te bringen	Heal febrewaris is de bêste tiid om de skea yn kaart te bringen.
it swit rûn him oer de wangen en de rêch	It swit rûn him oer de wangen en de rêch.
as bern saldaatsje boarte ik graach mar thús krige wy gjin boartersguodwapens k	As bern soldaatsjeboarte ik graach, mar thús krigen wy gjin boartersguodwapens.
displaij út	Display út.
ofrûne saterdeitemiddei hat in grut part fan it doarp in skoftlang sonder stroom sitten	Ofrûne saterdeitemiddei hat in grut part fan it doarp in skoftlang sonder stroom sitten.
it byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt	It byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt.
it wie moai waar	It wie moai waar.
we hienen in fyftich drendske skiep	We hienen fyftich Drintske skiep.
ik fiel mear foar de fakânsje oan see	Ik fiel mear foar in fakânsje oan see.
ik wit net oft hja wol komt	Ik wit net oft hja wol komt.
moarntenacht reizgje wy ôf nei it grykske eilân kreeta	Moarntenacht reizgje wy ôf nei it Grykske eilân Kreta.
at se in swipe sjogge en fiele no dan binne ses net sa lekker	At se in swipe sjogge en fiele no dan binne se net sa lekker.
hja fielt dat hja roppen is ta de letteren en begjint te skriuwen	Hja fielt dat hja roppen is ta de letteren en begjint te skriuwen.
der is in fêste deiyndieling en der binne beskate groepsregels	Der is in fêste deiyndieling en der binne beskate groepsregels.
fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier	Fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier.
ik fiel my goed	Ik fiel my goed.
soenen jo efkes nei myn skomnk sjen kinne	Soenen jo efkes nei myn skonk sjen kinne?
ik hjit fan henk	Ik hjit fan Henk.
apen klimme yn beannen	Apen klimme yn beammen.
de sjirurch makke ynsneiingen boppe de hiergrins en om it eard hinne	De sjirurch makke ynsnijingen boppe de hiergrins en om it ear hinne.
sil ik frysk kieze	Sil ik Frysk kieze?
it dûbelde spoar makke ynienen in skerpe bocht	It dûbelde spoar makke ynienen in skerpe bocht.
fan natuere binne deileljes giel of oranje	Fan natuere binne deileeljes giel of oranje.
ik haw mar ien besteld fyn selektiisdeitemoarn oer in wike ophelje	Ik haw mar ien besteld, dy sil ik tiisdeitemoarn oer in wike ophelje.
hy brocht syn dochter nei de sneinsskoalle	Hy brocht syn dochter nei de sneinsskoalle.
yn grutte stêden nimt it tal dakleazen ta en ûntsteane probleemwiken	Yn grutte stêden nimt it tal dakleazen ta en ûntsteane probleemwiken.
stille wetters hawwe djippe grûnen j	Stille wetters hawwe djippe grûnen.
wat moatte we hjir no mei	Wat moatte wy hjir no mei?
dankikde fakbûnen hawwe de efterbann ynformearre oer it lêste oanbod fan de wurkjouwers	De fakbûnen hawwe de efterbân ynformearre oer it lêste oanbod fan de wurkjouwers.
hy hat in grut burd en in snor	Hy hat in grut burd en in snor.
de bewenners krije fjouwer wiken de tiid om in nij ûnderkommen te sykjen	De bewenners krije fjouwer wiken de tiid om in nij ûnderkommen te sykjen.
ast der net komt wat doppe jo dan	As er net komt, wat dogge jo dan?
heal pebrewaris is de bêste tiid om de skea yn kaart te bringen	Heal febrewaris is de bêste tiid om de skea yn kaart te bringen.
dit is in hoppe	Dit is in hoppe.
in soad tiid hawwe jo dochs net mear	In soad tiid hawwe jo dochs net mear.
as je belizsse wollen moatte je wat oarskeapje as keunst	As je belizze wolle, moatte je wat oars keapje as keunst.
hy wit wat him te wachtsjen stiet as er terfier giet	Hy wit wat him te wachtsjen stiet as er te fier giet.
selektearje it foarige	Selektearje it foarige.
fan moarns ôf kinne jo hjir terjochte foar in kop kofje	Fan moarns ôf kinne jo hjir terjochte foar in kop kofje.
it byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt	It byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt.
hy krige acht minuten foar ti noch in reade kaart	Hy krige acht minuten foar tiid noch in reade kaart.
de swiere apparanten moatte mei twa kranen it fabryk yntakele wurde	De swiere apparaten moatte mei twa kranen it fabryk yn takele wurde.
hy giet fuortdaliks yn berop en dêrnei sil er yn kassaasje gean	Hy gie fuortdaliks yn berop en dêrnei sil er yn kassaasje gean.
yn  reade biten spilaasje en spitskoal sit in protte nytraat	Yn reade biten, spinaazje en spitskoal sit in protte nitraat.
hoet it ûngelok barre koe is net dúdlik	Hoe't it ûngelok barre koe, is net dúdlik.
sjong en ferske foar my	Sjong in ferske foar my.
wêr soe myn pinne bedarre wêze	Wêr soe myn pinne bedarre wêze?
ik ken him fan de inkelde kearen dat we efkes meiinopr praten	Ik ken him fan de inkelde kearen dat we efkes mei-inoar praten.
by de omrop stie ik oanskreaun as saakundige foar earst europa	By de omrop stie ik oanskreaun as saakkundige foar East-Europa.
alle freonen oan wat ik in útnûging stjoerd ha binne op it feest kommen	Alle freonen oan wa't ik in útnûging stjoerd haw, binne op it feest kommen.
wy sieten mei in swierrichheid en wy hawwe der in persoanlik oplossing foar keazen	Wy sieten mei in swierrichheid, en wy hawwe dêr in persoanlike oplossing foar keazen.
better in goede buorman as in fiere freon	Better in goede buorman as in fiere freon.
de plysje nimt de saak heech op en praat fan besykjend ta deaslach	De polysje nimt de saak heech op en praat fan besykjen ta deaslach.
de tanielferiening koe it moaie bedrach fan tsientûzen euro yn de boeken opskriuwe	De toanielferiening koe it moaie bedrach fan tsientûzen euro yn de boeken opskriuwe.
it frysk moat fansels wol waardbarge wurde	It Frysk moat fansels wol waarboarge wurde.
it is dêr yn dy húshâlding altyd san tobberij	It is dêr yn dy húshâlding altyd sa'n tobberij.
doat ik âld bin draach ik dêr de gefolgen fan	No't ik âld bin draach ik dêr de gefolgen fan.
ek him is it ûnmooglik makke	Ek him is it ûnmooglik makke.
