prediction	reference
jou foene bak dit net waze moat	Jo fine dat it net wêze moat?
ok moatst at haft oan eigen hannen nimme	Ik moast it heft yn eigen hannen nimme.
bêshanlers kinne de wêshanne fan minút kom yn it folgje	Beurshannelers kinne de beurshannel fan minút ta minút folgje.
de baren krije frut om ochte te drinken	De bern krije fruit en wat te drinken.
dat lattde natearlik ak oan de modklaften	Dat leit him natuerlik ek oan de learkrêften.
hy soach bitlde oan tralder tanûnen nauw net an dan net of neit net	Hy sil betelje yn trije terminen: no net en dan net en noait net.
bie it ûngelok binne jike sarsiers ankommen	By it ûngelok binne gjin passazjiers omkommen.
it is in wike dat oerrint fan feesten en aktivikaten	It is in wike dy't oerrint fan feesten en aktiviteiten.
it ûngelok mei de runbort warde ferûne wike saterdein ein	It ûngelok mei de roeiboat barde ferline wike saterdeitemoarn.
ik wol woanveitemoarns mistich	It wie dy woansdeitemoarns mistich.
stjo wer albert in woardsetter berjocht	Stjoer Albert in WhatsApp-berjocht.
koastertenein is in rjachtsadbegun fan in âlde stal tsjin bergenenke	Tiisdeitemoarn is in rjochtsaak begûn fan in âlder stel tsjin de gemeente.
wolskje annes yn seletse	Wiskje alles yn seleksje.
sûnt dit doek hawwe wy arntyd mei waankwast	Sûnt dy tiid ha ik dêr altyd mei dwaande west.
sien hei de monskerrûntocht fandoane geleaven en ramassis	Fierwei de measte lietteksten geane oer de leafde en relaasjes.
in soak minsken tin ne al wyk stike wuruke by it skriuwen fan it fisk	In soad minsken kinne wol wat stipe brûke by it skriuwen fan it Frysk.
sy libbik allinnich en hat noch no wet mei sanalwisten praat	Sy libbet allinnich en hat noch noait mei sjoernalisten praat.
alle offerten wurde oan wenen op basis fan deirunte	Alle offerten wurde oanbean op basis fan deirinte.
hy wurkt sangs far stake skriuwstellen ûyn oantakst	Hy brûkt soms ferskate skriuwstilen yn ien tekst.
nijen kommaipizzekasttaan fan in poar rûten dis fpaarte wyr wor	Nei in komateuze tastân fan in pear wiken is pake wer by.
alik in doarp wat ik maat moatte	Elk ûntwerp wurdt op maat makke.
dit is sit dy laast fan har broen oar wat ter ynde keisdetenacht barre	Dit is it relaas fan har broer oer wat der yn dy tongersdeitenacht barde.
fan ider nei ljouwert as ip oane urde oan diern en fyftich minuten	Fan Utert nei Ljouwert is ien oere en ien en fyftich minuten.
wyr fartsinje doert mar it ryk skat er ljouert dit	Wy fertsjinje goed, mar it ryk skuort der hiel wat út.
it iepen bier ministearje fan de stafferricht ik teken de wer op an	It Iepenbier Ministearje fûn de straf te licht en tekene berop oan.
ik haw genoch fan dyn spyt jamen jo wert hare liauwt	Ik haw genôch fan dyn spyt, jou my no wat fan dyn jild.
ik ha jocst grouw kartsje reservearre foar jo ynternet	Ik ha juster al kaartsjes reservearre fia ynternet.
as de getlein nekt hellegurt dan moat de subsydzje werombekelle wurde	As de deadline net helle wurdt dan moat de subsydzje werombetelle wurde.
de plysje wil de sosjale omjouwing fan de fermiste man yn kaark bringe	De plysje wol de sosjale omjouwing fan de fermiste man yn kaart bringe.
ik kan nchi nein boek fan dy man út wêzen	Ik ha noch nea in boek fan de man útlêzen.
i strieten binne drok fin soard winkels in soad wynsken	De strjitten binne drok, in soad winkels, in soad minsken.
de earste rûnliedingen wiene yn de kaster kearen fobokt	De earste rûnliedingen wiene yn de koartste kearen folboekt.
do k ninst grarje	Dokumint bewarje.
ik ha it hielendal nef fen sokke feesten	Ik hâld hielendal net fan sokke feesten.
de genocd fan gnaasjeskoalle is oan near on sûnde ek jir aard	It gebou fan de basisskoalle is al mear as hûndert jier âld.
intike kleden binne kige weardefal	Antike kleden binne tige weardefol.
der risetiu taken fan der tsjin en it begriuw net fe skild eilosse	De resultaten falle tsjin en it bedriuw moat in skuld ôflosse.
de krante skrut hart eksperst de drige serjeuze nomme	De krante skriuwt dat eksperts de driging serieus nimme.
muzyk iten em grek rappe de searap fan eksoardyske reisgestimmigen	Muzyk, iten en drank roppe de sfear op fan eksoatyske reisbestimmingen.
hy waard hûndert twa dagen neida kanl tjefter fan syn wurk presintearre wie	Hy waard hûndert, twa dagen neidat in nije útjefte fan syn wurk presintearre wie.
ha holden de mûtsje op en de man fain e hjass oan	Hja holden de mûtse op en de moffen en jas oan.
ken nek in hols	Kanaal omheech.
om my wetjaan fan de ihâld neame wy hjir in ta foarbylden	Om in idee te jaan fan de ynhâld neame wy hjir in tal foarbylden.
laampe yn de hoeke út	Lampe yn 'e hoeke út.
it tike gein is krek et rytse	It type wein is krekt wat lytser.
takomt wykein fiersfert kwert mar nien temperateuren omfrinkt der min tsien graden	Takom wykein friest it hurd mei minimumtemperatueren omtrint de min tsien graden.
it is hiel lekker	It is hiel lekker.
ik hie ek weal mer joen dallair felan yn heartsjens minder as in heal orê	Ik hie in heal miljoen dollar ferlern yn justjes minder as in healoere.
it is net nuflik mar it earter wy	It is net noflik, mar it heart derby.
ik prante ôf datst nije wike saterdeik om jou wei fjouweren in hearkomst	Wy prate ôf datst nije wike saterdei om healwei fjouweren hjir komst.
dat moast wol ik moat deri halle dage on de tunke	Ik mis dy, ik moat de hiele dei oan dy tinke.
iskin wer nei kitejûn oer de sosjale werpleakt	Us programma giet jûn oer de sosjale wurkpleats.
sjams doek it op stelling stellen der meist net ferwachtsje	Soks giet net op stel en sprong, dat meist net ferwachtsje.
no komt ú de saak der heel hoars út dian	No komt de saak der heel oars út te sjen.
we rûnen om it hús hinne om de foargevel te werûn derienen	Wy rûnen om it hûs hinne om de foargevel te bewûnderjen.
hy hat in soad far de âlderein gean hhhhhhh	Hy hat in soad foar de âlderein dien.
gean nei om ravysoin	Gean nei Omrop Fryslân.
dat freget in begryp fan de pasint en dûzen foarmyllje	Dat freget om begryp fan de pasjint en dy syn famylje.
der biste ek wol de sausane ûntjamming fan de famistaman útkaart binne	De plysje wol de sosjale omjouwing fan de fermiste man yn kaart bringe.
sleap moais pleage nei ûnderen ta	Sleep mûs flugger nei ûnderen ta.
helskardich begjint de prins in lyts mytsje oan te stertlen	Heel stadich begjint de prins in lyts bytsje oan te sterkjen.
unt skeatten jer witse kerûn	Untskoattelje dizze kolom.
hep yn en on der hûs wolle wy ticht by denatdoar stean	Ek yn en om it hûs wolle wy ticht by de natoer stean.
de ôfrûnetiid is de húsdewerwai teistrik troch in grutte tal hynskeanythânen	De ôfrûne tiid is de hynstewrâld teistere troch in grut tal hynstemishannelingen.
bouke is in lavei sportames in achte froudoazen	Bijke is in leaf, spontaan hûntsje, in echte frijdoaze.
ik jou op snen san maaie an felsp	Ik jou op sneon sân maaie in feest.
noch autid is der net hiendal fan rûksen	Noch altyd is se net hielendal folwoeksen.
frijwilligers fan de fûgerwacht en dearameleisers hawwe op jachtwest nij stikor barken	Frijwilligers fan de Fûgelwacht en de diere-ambulânse hawwe op jacht west nei stikelbargen.
ik bol sa fer wer oan	Ik bin sjauffeur wurden.
ik sjoch it net soander liauwe	Ik soe dat net samar leauwe.
do soender mi waad dolken san mange rast	De fierdere dei lieten se my mei rêst.
bine se moatte sen ek kompette stippen make ûn drduorre der fan	Dus jim meitsje hjir net komplete skippen mar ûnderdielen dêrfan?
hy is in myn oeder hit altyd de helte stean	Hy is in minne iter, lit altyd de helte stean.
dat is der wiker fan akesalik noch wie	Dat is yn dit gefal absolút net wier.
hja wurke ik las yn de stilte fan har ateleren	Hja wurke it leafst yn 'e stilte fan har atelier.
it is hearwe om ek te heiden	It is hjir wol om út te hâlden.
klip moarn oat en hare wazzum	Knip 'Moarn' oant en mei 'wêze'.
hoe lek is ik no yn dat je dat iene	Hoe lang is it no lyn dat je dat dien ha?
it iepenloftskekak wurdt noc ietjin of fier yn it wols fan slein isferkacht	It iepenloftspektakel wurdt mar ien kear opfierd en it is folslein útferkocht.
de gongers wine wat frijmakke hawwei swindemmer fa naggen	De dûnsflier wurdt frijmakke foar in swingende finale.
dat is goed oan it ins	Dat is goed oan 'e priis.
ik wol graach biorofyske ein ferkeapje hji wot	Ik wol graach biologyske aaien, ferkeapje jo dy ek?
hawie kine der syn fytsen it trape kgrin witer nei dyn haach werom	Hy kearde syn fyts om en trape grimmitich nei Den Haach werom.
slienitemiddel is in bekendbey reisboekeskriuwer ta gast yn tenoade biblioteek	Sneontemiddei is in bekende reisboekeskriuwer te gast yn de nije biblioteek.
der brockt in tûke der falt in biam mar it liet yn gefaar	Der brekt in tûke, der falt in beam, mar ik rin gjin gefaar.
tûgzen in kretten dast der ar riwaals foar krast	Tûzen om trettjin datst der argewaasje fan krijst.
wat kin moai dackje blak kin ne mar dit iken wol wek sette	Wat in moai plakje, dêr kinne wy de tinte wol delsette.
bêze besite wat lastiger mar der moat hirdweram freege wurde	Dizze besite wurdt lestiger, want der moat jild weromfrege wurde.
de krienen moatte makker wôze fan stof dy t net kend    d	De klean moatte makke wêze fan stof dy't net krimpt.
it hoe nok gearre mearynk neit mei selen in binit sjike ale gein dekerom	Ik gean in pear oeren nei it museum en bin tsjin tolven wer werom.
de fertachting kriget straffen imme omtdhers ef eks wierk oanslein is	De fertochte kriget straffermindering om't er sels ek swier oanslein is.
myn sis der yn yk wy hawwe goed in d wekker re sikjen	Myn suster en ik, wy hawwe goed ûntwikkele sintugen.
ha jo opdracht om ik hienwdewech werom te stoarren	Hy joech opdracht om it hiele bedrach werom te stoarten.
sjo e dyr spaasjes	Sûnder spaasjes.
by únbelk moatte poer en bernûnimi kaard sjakke foar de terp doarp rêde	De yngreep moat de toer en de monumintale tsjerke fan it terpdoarp rêde.
idie dih jirren so wat haroin	Der is hjir in soad feroare.
hynmoaken bin ik de fining op it intergit	Hingmatten binne te finen op it ynternet.
wa kinksto wat datsto witst	Wa tinksto wol datsto bist!
hy is hast altyd bonte en bljau omdat er safileskopt en snein wurdt tt	Hy is hast altyd bûnt en blau omdat er safolle skopt en slein wurdt.
syn hier is griis herten	Syn hier is griis wurden.
der fronjik grage jurken dyt oars nekte om skriuwen kinne as sneinskeapen	De froulju drage jurken dy't oars net te omskriuwen binne as sneinske japonnen.
de polysje trof enre weinzen op de provinsjale dyk	De polysje trof in ravaazje oan op de provinsjale dyk.
mysyklef hawwerskeinde toenirsdeitejûn genoetsje fan in konsert baadt ne ha akradokt	Muzykleafhawwers koene tongersdeitejûn genietsje fan in konsert by it nije akwadukt.
wat letter op jûn dat bet de fok	Wat letter op 'e jûn wat better folk.
im trijeprakken oan de provinsu toan karnst hierd wurde	Op trije plakken yn de provinsje kin keunst hierd wurde.
yn grinslâin is it kekart oan kreamsach onderedes dudlik fierber	Yn Grinslân is it tekoart oan kreamsoarch ûnderwilens dúdlik fielber.
ik sie rarderlik ûten foar himen as er mordersetsjelst hat	Ik sied altyd it iten foar him as er middeistsjinst hat.
it ha in swager bolst ferver ûnderop	Ik ha in swager, dy is ferver yn de Ryp.
in wroktshal yn e wein moat ik altyd ek measta geratte	In wrak tsjil yn 'e wein makket altyd it measte gerattel.
nei annesti wildband sakke ed nivo fan it dueil kafier ûnder no	Nei Anne syn doelpunt sakke it nivo fan it duel ta fier ûnder nul.
it moat graach winkelde	Ik mei graach winkelje.
de nije runte is noch net kulik mar it bestjoer is der mai daandel	De nije rûte is noch net klear, mar it bestjoer is der mei dwaande.
dat loeten se harst oan twaid oarfolgje	Dat lieten se har gjin twa kear freegje.
it ûndersl bolbliken hlawwe wokken noch heallik papulaar winne war baan	Ut ûndersyk die bliken dat de boeken noch hieltyd populêr binne by bern.
pak bin de bonen de mou en terassarle	Dat binne dingen dy't my ynteressearje.
de oerenoaste is wat er beward acs de hâen	De iene minske is better bedield as de oare.
wy sie hinin nei it best goan sinne te kierjen	Wy soene nei it bosk gean kinne te kuierjen.
snein bliuw ien op de fjouwer winkel sticht	Snein bleau ien op de fjouwer winkels ticht.
nam myr wer wer ûon nei de hurde gaaistige werkethus	No mar wer werom nei de hurde deistige werklikheid.
de werjejeijt derom ta menis an twa hondert eksporsanten	De beurs jout romte oan sa'n twahûndert eksposanten.
ik hoopje dat der hyn nei it haat	Ik hoopje dat de line it hâldt.
hy hat him yn in heitaalkeaner mei slieppellen it libben benammen	Hy hat him yn in hotelkeamer mei slieppillen it libben benommen.
it mueit my geweildich	It muoit my geweldich.
no de wolfansman haww it near mearwet fan gantuoard	Nei de dea fan ús mem haw ik nea mear wat fan Berend heard.
watsel borten der ôfpelde	Wat siet der yn de rêchpûde?
by de plysje komme âldjersdei mearkachting oer fjurwurkoerlêst as oare jin	By de plysje komme âldjiersdei mear klachten oer fjurwurkoerlêst as oare jierren.
seneljwn bin ik der altyd mar de kwestjespanning is der noch wol ôf	Senuwen binne der altyd mar de grutste spanning is der no wol ôf.
astk it adop koarte kamynt slaait is net te sizzen	Oft dat al op koarte termyn slagget is net te sizzen.
de autoers dyt woansdei noch fêst ta binen helle waarden binne no ôfgierd rjochting in skiebering	De auto's dy't woansdei noch feestlik binnenhelle waarden, wurde no ôffierd rjochting in skeabedriuw.
ik laagde n der earop ber jek werk yn gjin inkelde wiken oanom	In twahûnderteurobiljet wurdt yn gjin inkelde winkel oannommen.
in ûndersykje soe op himsels net ferkierd wêze toe ge k	In ûndersykje soe op himsels net ferkeard wêze, tink ik.
wy staten ljuvro ik ek ner fan itiit hoe is it nooglik	Men stapt yn in wrâld dêr't men fan tinkt: hoe is it mooglik.
it is lealeoarre yn hannen fan hús avvokaant	It is allegearre yn hannen fan ús advokaat.
te gamery bestiet fiif jier in par de regenharligen wert yn pubpebeksposysje hanten	De galery bestiet fiif jier en ta gelegenheid dêrfan wurdt in dûbeldeksposysje holden.
der hineje plas dek linken en der wine de fûngels foar te hâlden	Der hingje plestik linten om de wylde fûgels fuort te hâlden.
opkont dat alreward eli ar lat of te werje	Ik tink dat de alarmbel echt net let hoecht te wurden.
it mei de wekwize sit in prisen dêr yn wer wan oan sitten	Oan dy wurkwize sit in grins en dêr rinne wy no tsjinoan.
ha kropt yn der gen kret te reinst oer	Hy krûpt ûnder de grutte leunstoel.
in prette minsken finke datstû der nêsteigesike bist	In protte minsken witte datst ûngenêslik siik bist.
dochst wurdt noch achttjerster be net orgemakt dochst in hierl soai stjoarrntsjen	Kinst hjir noch echt tsjuster belibje en nachts kinst in hiel soad stjerren sjen.
hi waard in skipper of skippersken omdat jo hardskippere wie	Je waarden skipper of skipperske omdat jo heit skipper wie.
wittejûn wie har bekke syn ôfwurd fiif falnen	Dizze jûn wie har beppe tsjin alven yn sliep fallen.
hy gerikest yn in moaie frou mei dokke grulwir	Yn de rige stiet in moaie frou mei donker krolhier.
ik betsjitte wol dat dat kinst derdie wje	It betsjutte wol dat dat fierste djoer wie.
de klakkens fan dyn fypsepea after in haut in pjaltsje hingen	De traper fan myn fyts bleau efter in houten pealtsje hingjen.
hjower it hûch om wape te dragen en minsklike arrestearjen	Hja hawwe it foech om wapens te dragen en minsken te arrestearjen.
ik lyt she ferbrikje groei de it tai machtich bedriuw	It lytse fabrykje groeide út ta in machtich bedriuw.
goede makketing en komonikaasje binne hell easken foar sukses	Goede marketing en kommunikaasje binne hurde easken foar sukses.
ik sjoch no wat der eope koar lyksje gasselden foarholle en de sade hierenplant	Ik sjoch no wol dat wy opelkoar lykje; deselde foarholle en deselde hierynplant.
ik haw in njuven oere út ôfstraad nei in fytsikear bart	Ik ha om njoggen oere in ôfspraak mei de fysioterapeut.
de ofrûneierren hawwe it in fykste kwalideitstlach nome	De ôfrûne jierren hawwe se in fikse kwaliteitsslach makke.
bindyty maart en har djochtermin fuotbeijen tt t	Dit is myn maat en hy docht oan fuotbaljen.
wy libgje nei hudbilli en da iskrekt no	Wy libje mar ien kear en dat is krekt no.
meast is de ôfdieren fan njoggentken prosinten set	Meast is de ôfdieling foar njoggentich prosint beset.
ik doare din muzyk yn in keamer fan sleperga ei in kynske tan no	Ik hearde muzyk yn in keamer, in slepende Argentynske tango.
dis sauffeur woe de frack lein net mear op de dyk lein	De sjauffeur koe de frachtwein net mear op de dyk krije.
ik gin t ser yn jieredei	Ik kin sneon de hiele dei.
dat allegearre sarget foar in fleksibile erkensânse	Dat allegearre soarget foar in fleksibele organisaasje.
de ponny die ferkear ng deikampion wurnen	De ponny wie op 'e keuring deikampioen wurden.
it faacht útkoer en tragge galjen daart in raanfjoeger by haselzen	Ik seach út oer in toarre delling dêr't in rôffûgel boppe sweefde.
gerwol kamest wer saan foar di dacktje n i tmearsoan	Guon kamen spesjaal foar it bakje nei it museum.
hoe aad is makke de sakke	Hoe âld is Marco Borsato?
ik moastdr net oan tinke om hear fier fan hús siik te wennen	Ik moast der net oan tinke om hjir, fier fan hûs, siik te wurden.
it is in boek dêast je dot in eitsje komst	It is in boek dêr'tst hiel bot om laitsje kinst.
ik moaut gjin marnei hawwe	It mei gjin namme hawwe.
dy mang is de jierle gei fan hús en son foue hat gjin wek	Dy man is de hiele dei fan hús en syn frou hat gjin wurk.
oan de war hat it din wakker on petearninen dan kwerdich hiane	Oan de bar rekket hja wakker yn petear mei in donkerhierrige jonge.
	Ik haw dy passaazje in kearmannich lêzen en sil it aanstens noch ris dwaan.
	Goed de helte fan de Nederlanners hat in húsdier.
de ynwenners libe no a botta ni je berne feest	De ynwenners libje no al bot ta nei it bernefeest.
goauto is my grit geweld ieten britsjen	De auto is mei grut geweld iepenbrutsen.
sams tocht ik dat ek ik din winterkjamt hie by harren tichter by inoar brocht	Soms tocht ik dat it de winterkjeld wie dy't harren tichter byinoar brocht.
de organisaasjes hawwe y offisjiel besliar útsin by it ministearje	De organisaasjes hawwe in offisjeel beswier yntsjinne by it ministearje.
kin ik der fon op oan datst ek genamik noait oerde en trochfe kenen silst	Kin ik derfan op oan datst dy namme noait oan ien trochfertelle silst?
ik bin gretske op myn sels	Ik bin grutsk op mysels.
ik ha i gjin ferberging er fen basken	Ik hâld net fan bergen en fan bosken.
hy brocht har op fame tiinsdei en boske reea wer oanzen	Hy brocht har op Falentynsdei in bosk reade roazen.
de regening is ûnderlibbing op in m tydlike kine tside skriuweeming op te lissen	De regeling is yn it libben roppen om tydlike finansieringsproblemen op te lossen.
de sykder fand wy wurdt feroarsape troch kontakt mi sit moarch wekker	De sykte fan Weil wurdt feroarsake troch kontakt mei smoarch wetter.
wyy silne ek  gernar op oankone wikke	Wy sille it der mar op oankomme litte.
ik ha in útstim jimmes meitsje in win foar hawwe	Ik ha in útstel: de jonges meitsje in byldferhaal.
hja gie my op e stepp in kinne dyn tisken truije yn flauwere oeren nacht werm	Hja giene op stap en kamen tusken trije en fjouwer oere nachts werom.
hy hat drukt kean lippen tsûn it rytsje	Hy drukt de lippen tsjin it rútsje.
hja tinkt dat it houde is mar ha hat gjin hearbe hizin	Hja tinkt dat it fraude is, mar hja hat gjin hurde bewizen.
de fiernte moesteplear s woarged foar in retôar in oearnd ifissen	De fjildmûzepleach soarget foar in rekôr oan ûlen yn Fryslân.
ik haw eoanst noch nea in boek foar dyn wêze dat net boeide	Ik ha eins noch nea in boek fan him lêzen dat my boeide.
ik hie der in kruit haadgefoer op waanjen tsjin de bearm dyit my om te peslyn	Ik fielde in grut haatgefoel opwâljen tsjin de bern dy't myn jonkje pest hiene.
alles der ûninigen berkene yn sjoard seahim net mear sikken	Alles rûn yn it hûndert en in soad seagen it net mear sitten.
hy ist noch safolle freegjewo oan allegear insken dyt der net mear binne	Hiest noch safolle freegje wollen oan allegear minsken dy't der net mear binne.
hy hat in bisûndere plak yn annen efinsta	Hy hat in bysûnder plak ynnommen yn Fryslân.
stil as tepst	Skriuw as tekst.
moat ik hjoed en jas oan	Moat ik hjoed in jas oan?
wolle jo it artikel wromfjoere bruk dan it rektoare foar myn	Wolle jo it artikel weromstjoere, brûk dan it retoerformulier.
de sneintemoarns hykte de plysje itselde nochris yn eigenenen op	De sneintemoarns typte de plysje itselde nochris yn eigen wurden op.
de hûn is nearnich ûlder as op it eigen hiem	De hûn is nearne fûlder as op it eigen hiem.
noch al dyd peket ast neis	Noch altyd preket er sneins.
ik wol graach in kiro achels en in teardne aan	Ik wol graach in kilo apels en in pear bananen.
hy hak in pitich teger en ynd ellekherk ap	Hy hat in pittich temperamint en in hurde kop.
goan nei oerstains	Gean nei ynstellings.
in bern fiert hin der tsels foar hierl skuken	In bern fielt him dêr sels faak hiel skuldich ûnder.
hja koe de net hearrer kerof ien doar	Hja koene net tegearre troch ien doar.
ferleegje tempratuer mei trije graden	Ferleegje temperatuer mei trije graden.
it wie no algar wat seizse fan jowen	It wie no op 'e kop ôf seis foar njoggenen.
ik wol let foar  draadstek brokt werre	Ik wol net foar dweilstik brûkt wurde.
de jongste gakter easket de lrêfergoad foar kekapte	De jongste dochter easket in grêfferbod foar de fertochte.
alle dyr beslissing hawwe rûmtlike gefolgjen	Al dy beslissingen hawwe romtlike gefolgen.
it drap is stil ef ferlippe	It doarp is stil en ferlitten.
meitsje de letter scarjer oan de adimoar	Meitsje de letters Courier yn 'e alinea.
dja âllde inifoarms moatte foardarigs yn levec werde	De âlde unifoarms moatte fuortdaliks ynlevere wurde.
ik kam nit sûnfan fan baat en ik jiene maat maazeret terwan	Ik kom mei tsjinsin fan 't bêd en begjin mei it moarnsritueel.
de oanenboargom trah gas en satelnnen gien folle flekver ast wer nachten waan	De boaiemdelgong troch gas- en sâltwinning giet folle flugger as ferwachte waard.
as it baget stie wer in rikfe atters fan djut oarnaghen keameter	As it daget, stiet der in rige auto's fan likernôch in kilometer.
yn har belderwraah hie it ner in fansanich mei it an wekkermeitsjen	Yn har ideeëwrâld hie it iene folslein net met it oare te meitsjen.
hast e alwet hat op dyn faanskepaanskus na net op wargen skûndelt	Hast al wat heard op dyn sollisitaasjes nei Middelboarch en Stienwyk?
in flauwe gebrok fan de sal astan spard mei oans kan pûlgegek mei	It frije gebrûk fan de see as transportwei is fan tige grut belang.
ik leas it deiboek fan anne frank dryn fjirtjin wia	Ik lies it deiboek fan Anne Frank doe't ik fjirtjin wie.
in soman hit alles farrik omder sol	In seeman lit alles farre om de see.
it steurt men et acht maar it hie in muj net hoecgd	Dat steurt my net echt, mar it hie om my net hoegd.
ik fielde dat ik net roppen mea om engashearre boeken te skriuwen	Ik fielde dat ik net roppen wie om engazjearre boeken te skriuwen.
it djocht hjin sear oan yn eagen	It ljocht die sear oan myn eagen.
dit produkt as den san ridebaanzels bêrt in tanium haaghnels	Dit produkt is in solide basis dêr't in tanimmende fraach nei is.
dit slagget sa nat wen moatte oare mar als skrupt harre	Dit slagget sa net, der moatte oare middels brûkt wurde.
dat produkt is an sjourjier basis dat en kamermen de fraach no os	Dit produkt is in solide basis dêr't in tanimmende fraach nei is.
doeh di der ien kear oankomme wiene waar dat gefoel no just net minder	Doe't wy dêr ienkear oankommen wiene, waard dat gefoel no just net minder.
mar in grette waan is anagisjim de lâds fan d aard dai itspegrem fernic hat doen	By in grutte brân is âldjiersjûn de loads fan in reidtekkersbedriuw ferlern gien.
muzyk ecfkerkand	Muzyk efterkant.
ier der ned ef el nije bestimming skrawen kamen permen binne yn meatsekeaming	De gemeente wol nije bestimmingsplannen ta ûntwikkeling bringe yn de lytse kearnen.
ik hout in pear foarbildeyn foarmeo rigels de wende de gynne	Ik jou in pear foarbylden fan maatregels dy't wy nimme kinne.
wol ist ai gin langen werstropte	Dizze alinea ûnderstreekje.
bensleldich waard om dit jier de tradysje wer din gewitte wilen	Besletten waard om dit jier de tradysje wer yn gebrûk te bringen.
is t dy fragik no seksendatars oars sar tingefon ast aksjerreaksje	Bestiet der eigentlik wol sokssawat as oarsaak en gefolch, as aksje en reaksje?
hy seach net om	Hy seach net om.
wilst iz e legaf yn it friesk	Hoe sizze je dat yn it Frysk?
wa soechst der neit wer achter it hús de lêzze	Myn suster leit wer efter it hûs te lêzen.
hij wol wer ein mar ha fuort tebabe is syn ûnderstand	Hy woe oerein mar hy foel tebek yn 'e stoel.
hy seach my ûn as woe ik nat opflatte	Hy seach my oan as woe er my opfrette.
	Do sitst fol ideeën en do hast talint.
ik haw altyd war itgerfoel dêrt ik in beskerm yn noe haw	Ik haw altyd wol it gefoel dat ik in beskermingel haw.
myn fron oein itailjen kin sam sen kant et gean dyrt ik neffoans sjongen hie	Myn stream oan ideeën kin soms in kant útgean dy't ik net foarsjoen hie.
binne der ek misiljumserringe oankriten dat jo ús ënriede kinne	Binne der ek museums hjir yn de omkriten dy't jo ús oanriede kinne?
njouwj jek ûn s aienkna	No is it ynienen allegearre foarby.
	Op ien skonk kinne jo net stean.
soe se him wer kin wanneart se him trof anedyk	Soe se him werkenne wannear't se him trof op de dyk?
armjis sl la yn de staat wis yn ek sintum	Alle musea yn 'e stêd lizze yn it sintrum.
ik wut patte langger hart as biuw it safstop suorta te makken	Ik wit dat hja leaver helpt as by it selskip sitte te moatten.
defrou hat har man don nat fakek en noldechsk ke hapjen	De frou hat har man gjin needsaaklike medyske help jûn.
ik he it hja hast net nei de raadio	Ik harkje hast net nei de radio.
mear as fjouwer tûzent iewinners sieken dagins oan er kraad weter n	Mear as fjouwertûzen ynwenners sieten dagen sonder kraanwetter.
hoe is it ferkear	Hoe is it ferkear?
kek an ferline jier geanede ferskate sportaktivikeiten dêrt alle bekken meidam kinne	Krekt as ferline jier binne der ferskate sportaktiviteiten dêr't alle bern oan meidwaan kinne.
ja is de annege	Ja, ik bin Anneke.
ik wie i soad bûten en ik wie ap flenk grún werden	Ik wie in soad bûten en ik wie al flink brún wurden.
hil de wûten hafkes mar demol foar sa kwad	Ik ryd noch efkes mei dy mei, fynst it goed?
ik sjon gjin twaaljiedsis har ien sint	Ik sjong gjin twa lietsjes foar ien sint.
antoove oare giet de wisko iepen dêtte we elken jer hinne	Om tolve oere giet de disko iepen, dêr giet elkenien hinne.
