prediction	reference
japûny wie op de keal in deikebliwe wurding	De ponny wie op 'e keuring deikampioen wurden.
it wie war y e wle e dorrinochal krypken koart oan op syn fraach	Ik wie warch en ik reagearre nochal krú en koartôf op syn fraach.
ieste ek i mar op sak	Is de doar op slot?
hjl solt ik der nyt sa bast foar	Hy sit der net sa bêst foar.
stjoer geneacht in beat	Stjoer in berjocht oan Bert.
hearrelk komt fan it gritte brân ie buoar grekh	De reek komt fan in grutte brân yn in buorkerij.
dêr giame ik yn hiervan op dy a	Dêr leau ik gjin hier fan op myn holle.
hja krige ik in pear ka minuten om hawwe jik e meitsjen	Hja krije amper twa minuten om har wier te meitsjen.
wat brille alle bege fragen oft it neci nogurd is i in widstripkaven te keapjen	Wy krije alle dagen fragen oft it noch mooglik is om wedstriidkaarten te keapjen.
ta eirûneikoed hat di gelin foarsetter gerean of oan welnskrast	De ôfrûne tiid hat de nije foarsitter geregeld ôfwêzich west.
der wlle jok op en fan de skoande wytslitten as de oer lêst bliuwt	De nije oprit fan de skoalle wurdt sletten as de oerlêst bliuwt.
ik bil dit halren welk fan wat dikrint en oerdelskimme	Ik bin net ferantwurdlik foar wat de kranten oer my skriuwe.
meitsje der foarrige mear je hein sichtbe	Meitsje de folgjende rige sichtber.
feik slagget it om de pasjint myn achtermjer fril fan oanfoar ite krijem	Faak slagget it om de pasjint min ofte mear frij fan oanfallen te krijen.
de geiminiers hilede foayj in jiere wike faststet	De deimenu's wurde foar in hiele wike fêststeld.
dat besit ik hate fer tlal ik ha i doh der hen ein	Dat besiket hy te ferklearjen en hy komt in heel ein.
koei de matebideder komunikase bei de hurde oalsken foar sukses	Goede marketing en kommunikaasje binne hurde easken foar sukses.
twat mine dronkendacht meit myn nokter en de keppje	Wat men dronken docht, moat men nochteren betelje.
dit oase saksoarte fan doerslaigen hoer fekker nachte in fycf pynis koartsje	Oan soksoarte fan doelstellingen hinget fakernôch in flink priiskaartsje.
tok miar as mym kent kyn wachtskjin kaffer rolze	Tink dy ris yn, dat kin dochs gjin tafal wêze!
san kriikic hús hâldensk siet det soan der ridde kroche hir net ú mer ekter rilden	Sa'n tritich húshâldens sieten sonder wetter troch in lek yn de wetterlieding.
hdear komt auty oflogies yn k lyk út er kamp	Der komt altyd wolris in kink yn 't tou.
skeal dat as tekst	Skriuw dat as tekst.
ik kom ny it foaren fearienen soms al rins i in fokstiln	Ik kom by it fallen fan 'e jûn soms wol ris in foks tsjin.
bisto âldik ik hienendan op de hierfoarmeyr as teinoade	Bisto altiten hielendal op 'e hichte fan de lêste moade?
moanne meitsje har lekderop oer ellikere	Mannen meitsje har ek drok oer har uterlik.
dats nústerri nei fech binkend yn it middichjacht	De snoeiskjirre lei fleurich blinkend yn it middeisljocht.
der wie wyiberkreagers en weanst wat se oernimmer wie	In wike letter krige se berjocht dat se oannommen wie.
wy koe ju der net goed oan de bliuwe en moatter meitsje	Wy koene der net goed ûnder bliuwe, wy moasten laitsje.
tsjerk is fatsoenlikekast mar it slypjen fan mienen sinnes	Tsjerk fertsjinne de kost mei it slypjen fan meanmasines.
dat sille ale dy minsken dyt yn de fearsteiane n dohide woae	Dat sille al dy minsken dy't yn de file stean wol witte wolle.
it systeem sja faks hjagger dagen of lein bimme ist rêst nat rûner	It systeem sil faaks fjouwer dagen offline bliuwe, oant woansdeitemoarn.
kein filde brewaris korwe de oarstebe ringers en siale sei oppedoanne mei geiswach	Ein febrewaris komme de earste bewenners en sille se ek begjinne mei deisoarch.
wj hate mar fiif minnuten mei mei jaan moast	Dy hat mar fiif minuten mei my dwaande west.
ik hoopje k dat in deryn yn it hat	Ik hoopje dat de line it hâldt.
wat hnden hare pûls op tenudel in ferrasingsbesetedracht	De kening hat tiisdeitemiddei in ferrassingsbesite brocht.
hat it da skjin fan de geleaden safper yn de plakken dan is er goed op	Hat de skyl fan 'e banaan swartbrune plakken, dan is er oerryp.
dat is wer yn lube	Dat is wer ien minder.
dat is hiel djuoer hawwe ek neh en ar kearnst	Dit is wol djoer, ha jo ek noch wat goedkeapers?
ut it belannen fan arvollan binne it woarch en pakkelik fjertich	Oan it begjin fan elk wykein bin ik warch en tagelyk fleurich.
binne is it ferlaan in ynde renfelowaasje en stapike tewer te setten	Pine is in sinjaal om yn 'e refalidaasje in stapke tebek te setten.
ha werine de dage de gog yn en ho is it de tredde dear jochts	Jo rinne dêr de gong yn en dan is it de tredde doar rjochts.
wyn not en in hrgefoerich is sal wie emmers senarde relakse njachhaftiger waze	Wannear't immen heechgefoelich is, sil dy emosjonele reaksje noch heftiger wêze.
hjakommene hawwe nijsgjirrigegs net yn harren en gannei sars it ûndersyk wút	Hja koene harren nijsgjirrigens net ynhâlde en gongen sels op ûndersyk út.
ik waard af de hier en dei in wisme ge pin ne goan	Ik ha al de hiele dei ôfgryslike pineholle.
tale leden fan e wikkel binne likomhearre mone	Trije leden fan de wurkgroep binne diplomearre moolner.
it kostet efkes muonteld writ mer in sodraling tefoare komme	It kostet efkes mear tiid, mar it kin in soad lijen tefoaren komme.
op wja wol bine in saskeip karbe stied út trije famkes	Ik jou my by in selskip dat bestiet út trije famkes.
de errekminsken nei mei mynisters komme e festgear yn brissen	De Europeeske lânbouministers komme freed gear yn Brussel.
it woart wie de jûnstefoar ofs ier in frijwilligers ophade	It guod wie de jûns tefoaren al troch frijwilligers ophelle.
no payom ik hie jo net sjûn	O pardon, ik hie jo net sjoen.
wienen de relaasjes wafti it hero ers ey haam	Wienen relaasjes eartiids hiel oars as no?
dy antswurdei hawwt kawte kiek ofsletten west kryihjit ûanweppe	De Ofslútdyk hat koarte tiid ôfsletten west troch it ûngelok.
prate jo ingelsk	Prate jo Ingelsk?
hie is noch autyd oan sprekke dyt in soad frege wurt	Hy is noch altyd in sprekker dy't in soad frege wurdt.
hja is in pokebarsegassant da hat dik gon	Hja is in poerbêste dosint, hja hat it gewoan.
kearje dizze rigeldant	Kleurje dizze rigel blau.
dat is neat fan my	Dat is neat foar my.
ja my mar in beaske	Jou my mar in pilske.
konduktear te wêzen is net fan de risika mere tsawurdich	Kondukteur te wêzen is net sûnder risiko mear tsjintwurdich.
ik binke dat se dat roch fakken krouije dat argenk net netdich binne	Ik tink dat je dêrtroch fouten krije dy eigenlik net nedich binne.
min widte in t jiere kinnei it techt	Ien wike yn 't jier binne wy ticht.
kak im widten fianst it hurt nei moander men temperatearre omkrint de mentsen in graden	Takom wykein friest it hurd mei minimumtemperatueren omtrint de min tsien graden.
kattel oande wite tank dat ynmai an jastemoarnen	Twa kear yn 'e wike kaam de túnman om it gers te meanen.
belje bram	Belje Bram.
de filskuom is ôf ha in groid oer acfterdraach	De Fryske musea ha in goed jier efter de rêch.
set alle dagen in wakke om jawwe sei in moars	Set alle dagen in wekker om healwei sânen moarns.
hy sette in dran rypedrach mei heard faast foar it ûnderhald fan in koaart	Hy sette in belangryk bedrach oan jild fêst foar it ûnderhâld fan it gebou.
de frouj raap gat de kusterbabel in warp naalten doch wûnders út	De frou rôp dat de polysje belle wie en dêrop naaiden de dieders út.
ik hie ir grak kien djak in moei hoes ek kart ik onmei	Ik hie it drok, te drok om oan húswurk ta te kommen.
de awadiskept wi rústukke is de motor fan de eltonomyl an doels se rechje	De agraryske bedriuwstûke is de motor fan de ekonomy yn dizze regio.
wat is dyt ferskil	Wat is it ferskil?
wêrt si mei dat stil die hat dêr haw wi gritter wererweryn foan	Wat sy mei dit stik dien hat, dêr haw ik grutte bewûndering foar.
menne jirren wien ik net	Minne jierren wienen dat.
wat sels net jout om duorsmens kin oar en min op duorsemens ferje	Wa't sels net jout om duorsumens, kin oaren min op duorsumens fergje.
ik ha t wiskear wol in heelskoftduore	It hat diskear wol in heel skoft duorre.
de útskaak is no krekt bekend wurden	De útspraak is no krekt bekend wurden.
ter harder wakker in hurde wyn brilde et terrain omwer te strupen	Troch heech wetter en hurde wyn drige it terrein ûnder te strûpen.
hy jout it hji	Dat is altyd sa.
in jûn foar de telefyzje sims bast war nijsgjillich	In jûn foar de telefyzje is soms bêst wol nijsgjirrich.
de spiler hat gjin kantraktwele ferplestereng in tin fruj mei in oare kwep	De spiler hat gjin kontraktuele ferplichtingen en kin frij nei in oare klup.
ak seiti der nei in sêft priske as der tefreeje	Elk seit dat it mar in sêft pryske is, dat se freegje.
him begjin altiten hiel betiid en hiel libbik en learne foar syn werk	Hy begjint altiten hiel betiid en hy libbet allinnich foar syn wurk.
ik hie in flau idee	Ik ha gjin flau idee.
al dy âlde nammen learren we jierren tebet	Al dy âlde nammen liede my jierren tebek.
set in twadde timer foar tsien umuten	Set in twadde timer foar tsien minuten.
in grikpart fan it doarp is in bidstid net goedgen efenskirlen	In grut part fan it doarp is op dit stuit net goed genôch beskerme.
de frourout dêrt de pistjeby wie in werp naarde n gedoerlers út	De frou rôp dat de plysje belle wie en dêrop naaiden de dieders út.
hinle wurdit hjir stakken	Myn mobyltsje is stellen.
halder fest dwaarden pjitte wakken wart er oer de seldyk smiten	By de test waarden grutte bakken wetter oer de seedyk smiten.
de fakbaansaktivisten binne arbeiders it ferskare nasjonale en ûnternasjonale notaabetriuwen	De fakbûnsaktivisten binne arbeiders út ferskate nasjonale en ynternasjonale metaalbedriuwen.
hy ist noch safille freegje woarlen ein argearenonsken dyt der net mear binne	Hiest noch safolle freegje wollen oan allegear minsken dy't der net mear binne.
war ha ik wat sin oan	Dêr ha ik wol sin oan.
dit er brukt as te gret	Dizze broek is te grut.
it gie wol last dan neit in wei dby harrends is	It gie der juster need om wei by harren thús.
wy parren wuene wyts mar we heel loatte	De parren wienen lyts mar wol heel lekker.
hine sjaa krige bêszar wenter in ekstra heekearstadetacht	Fryslân kriget dizze winter in ekstra fytsalvestêdetocht.
ast myn aaik is skriuwe se hjin ôf	Ast men âld is, skriuwe se jin ôf.
de dongersflier wurdt frijmakke foar in swangende finale	De dûnsflier wurdt frijmakke foar in swingende finale.
hy kript ûnder de gritte leinstoer hhhh	Hy krûpt ûnder de grutte leunstoel.
isykje wit ik neat haw witte	Aaisykjen wol ik neat fan witte.
binne wjy men famearje	Binne jimme famylje?
der kamme juster akaartsjes reservoarre fordar ûnternet	Ik ha juster al kaartsjes reservearre fia ynternet.
oan in winker werkje liket my in ramp	Yn in winkel wurkje liket my in ramp.
de polysje hat woarnsd iten oan trije fiskstreipers oainhulten	De polysje hat woansdeitemoarn trije fiskstreupers oanholden.
wy hat praat oer de gefaren fan it aanstekken fan fjielwerwerk	Der waard praat oer de gefaren fan it ôfstekken fan fjurwurk.
wy slepten not mar waane weakker en saagen na de stoarring	Wy sliepten net mar leine wekker en seagen nei de stjerren.
man moat ris oane in groun sparge hjir an ta oan net fierder	Men moat dus earne in grins stelle: hjir oan ta en net fierder.
hja de do net lânskeap neier en mei it foarfinen	Hja begûn it lânskip moaier en moaier te finen.
ik wureheartodop fkraach mei da verre	Ik woe eartiids graach model wurde.
de plysje haw k de rekken mei dat der brân ek geferlih wie fan edraan stecte	De plysje hâldt der rekken mei dat de brân it gefolch wie fan brânstichting.
wêr kimme jo wei as ik freegje my	Wêr komme jo wei as ik freegje mei.
easter sie ik efven nei ús witske ta	Juster soe ik even nei ús Wytske ta.
sant dytiid hawit wyr atyd nei gaande west	Sûnt dy tiid ha ik dêr altyd mei dwaande west.
ynsan hie se eiding moat wert op de tafer kommek	Yn sa'n húshâlding moat wat op 'e tafel komme!
in lange rige besten at ipladeskit mei ljouwert in aksje te foeren g	In lange rige bussen en djipladers komt nei Ljouwert om aksje te fieren.
wêr bin ik bleak ank hja	Dêr bin ik bliid om, hear.
ast nijgesetsje haw we wy hjo it jachert en stetes wurdbi oan wynaan	As neigesetsje hawwe wy hjoed yochert mei stikjes ierdbei en banaan.
yn dy ankriten wie it alligear heide	Yn dy omkriten wie it allegear heide.
dat jannet wer fan út	Dêr gean ik wol fan út.
it slachtoffer helle in auito fan de frachtwein ôf dêrt der foel f f	It slachtoffer helle in auto fan in frachtwein ôf, doe't er foel.
der kam y de tiid momatit earst mer sjoein wurde wat krekt neodich is	De kommende tiid moat earst besjoen wurde wat krekt nedich is.
jouw wer moate der evenh nei sjan	No, we moatte der even nei sjen.
monatel hir de kak yn it rûm feest fiere	Men kin hjir de klok yn it rûn feestfiere.
healpjanen moatte foarkomming dat de tjerketochr fan hilg gebaant en fierder fuortsakket	Heipeallen moatte foarkomme dat de tsjerketoer fan Hegebeintum fierder fuortsakket.
et heart fan ha nat	Dat giet samar net.
wy sille in daai ter fytse	Wy sille in dei te fytsen.
hiw hat earchnetsjacht wy werchte it hart noat	Wat it each net sjocht, beweecht it hert net.
wat foar waard twaidlewar hjoit	Wat foar waar krije we hjoed?
fan gretterlagistike aparaasje oarsk it in spesjale ynspanning	Sa'n grutte logistike operaasje easket in spesjale ynstelling.
it fustke an in myn gastlear en klam yn de koets	Ik fûstke ôf mei myn gasthear en klom yn de koets.
troch de ûnflid fan den seueitenten sjafter flijwergers waar de aksje in grut sakses	Troch de ynset fan in soad entûsjaste frijwilligers waard de aksje in grut sukses.
in draagmer traacht en daan foar de wânskaarden	In draachmem draacht in bern foar de winskâlden.
nei it bakken ta	Nei boppen ta.
fjouwer fan e fiif leden fan it geistich bestjoar hwwe jirstejûn har funkshe da ein	Fjouwer fan 'e fiif leden fan it deistich bestjoer hawwe justerjûn har funksje dellein.
der leaft stoart meit swear waar	De loft stiet nei swier waar.
der foarwachten is dat it bedriuwtaken jier nocht djipper oan it road wei sakket	De ferwachting is dat it bedriuw takomme jier noch djipper yn it read weisakket.
war kinsto wat dêrt o bist	Wa tinksto wol datsto bist!
ape fedeowar kine je mei kaie wel in fytse	Op 'e Feluwe kinne jo moai kuierje en fytse.
as milljuihûns is op taisdeitenein en freedtemiddei wurke foar besikers	It Miljeuhûs is op tongersdeitemoarn en freedtemiddei iepen foar besikers.
wy hawwe besacht om de skerpe kantsjes derwy d an ni te hordlen	Wy hawwe besocht om de skerpe kantsjes der wat ôf te heljen.
hy woeim oansken in lytskoftsje beklierde op harrenwei	Wy wolle minsken in lyts skoftsje begeliede op harren wei.
de ynwenners werdt in nar buk ta nei it bernefelst	De ynwenners libje no al bot ta nei it bernefeest.
wêt kinne wy je oanwiede	Wat kinne wy jo oanbiede?
it liop grin in freaf eker buon nei it hierfenpakk	De gielgriene tried wurdt ferbûn mei it ierdkontakt.
hy is hiar er giel sacht an	Foar ús fielt it hiel sacht oan.
samkes goene sai en hjer wol buordeboan of noctsnapkes	Smokers geane seis en in heal jier earder dea as net-smokers.
ik no wa nei útfarin iepen sjar de ofrjâns k kk	Ik nûge har út foar in itentsje de oare jûns.
benstie noct faker nyt	Miskien hast wol gelyk.
hast systo dranen in foek rasen	Wat soesto dwaan yn myn sitewaasje?
ik ferstjoer foar de algesterke foar alle weken bei antelanen foarjyen	It bestjoer fan de Alvestêdetocht wol alle leden de romte jaan om te riden.
plamke hien hoekeet	Lampe yn 'e hoeke út.
de oisak nek t ûngelok is ientoardeging	De oarsaak fan it ûngelok is noch ûnbekend.
hy leachte har gean	Ferljochting op giel.
wolle ga jit igelsk	Wêr ha ik Ingelsk?
sy sizze ik heri wer ropskeakke eik arpels  z	Se sizze dat hy de rykste man fan it doarp is.
nost biane westen ine betuer de lûch kinnede afwehane oare lessin falge werrm	Neist pianolessen yn 'e betide middei kinne der alderhanne oare lessen folge wurde.
yn it yn anpaait hôus waard it der er in tusdûn	Ek yn en om it hús wolle wy ticht by de natuer stean.
ast min nager praat olh ik haregakar fawin har dakpen nein	As men mei har praat, is it har dochter foar en har dochter nei.
da t wulfeije spillers nijkape kors hiet er efter net eis ans in reaplen	Doe't ien fan 'e spilers neitrape, koe de skiedsrjochter net oars as read jaan.
de taper fan it hoedsbê afbe n harpen platsegen	De traper fan myn fyts bleau efter in houten pealtsje hingjen.
der beaide tulken rieten wuon holpst oan dt foarkassen bbbb	De beide ploegen lieten gjin heechsteand fuotbal sjen.
de adigen hajt in hûn oan	De âlde hûn hat gjin hier mear.
de skoandachter kaamt der wagekendoain oei de stasoergjeng en op barte ferstûen	De skoandochter komt op woansdeitemoarn om te stofsûgjen en it bêd te ferskjinjen.
faak wurdede sa fer doaddesoarden dukt en it oanwezzein har re kûnden ûan e slamp	Faak wurde deselde plantesoarten brûkt by it oanlizzen fan it grien yn 'e stêd.
it gebou foar de bdjiskarra is al mear as hundinkoer aarp	It gebou fan de basisskoalle is al mear as hûndert jier âld.
wist wa ha kommst tanrsdeitejûn oan ie wiken	Wist wat, dan komst tongersdeitejûn oer in wike.
aans gan hia net	Alles gong hiel hurd.
astde ston behorre wester gart wekne foar it servih en soestange hoar d op pacht kein	As systeembehearder bisto ferantwurdlik foar de servers en systemen fan de opdrachtjouwer.
ha sttage leit ûn de ptactiyske kateur nei literatoar	Hy stelt belang yn de Keltyske kultuer en literatuer.
it hiet hansam mart is wat seldes sin aam	Ik hyt Honza, dat is in Tsjechyske namme.
witte y noc pakka k egen wekker tset	Wit ien ek wat dat drege wurd betsjut?
alles neiinoar wie ik der mei helst	Alles mei-inoar wie it in moai feest.
skriuw my eastenhidif aligans	Skriuw de earste fiif alinea's.
it wer roist wak neist ast dat dú terp bst	Ik wit wol út wat nêst asto útbret bist.
boet har wappe fos	Ik ha leaver fisk.
hy hie it wittegakran jokke en hea den kear op afageng e e e	Hy liet witte dat er al njoggen en in heale kilo ôffallen wie.
de slagget om har sneonken nacht paka westih holden	De sneldyk is no sneontenacht ticht troch wurksumheden.
aren felk ha wik anke slachlien ûnfer mratters	Ofrûne freed hat de bank beslach lein op ien fan de rekkens.
bak woan intlang	Dat hear ik graach.
hy fan gaai is it hy wyt aards tûsdei ar goaansden	Watfoar dei is it hjoed eigenliks, tiisdei of woansdei?
ik ha inoar weiwertsen nast hoerdangan	Ik ha der nea by belutsen west, hoe dan ek.
hit kintoer foar de selkomen en staa eppen hearder net	It gegûl fan de seekobben en strânljippen hearde er net.
ik woand net mei de roin wli bar deik gine wike sakerikenwoan	It ûngelok mei de roeiboat barde ferline wike saterdeitemoarn.
wy rielen ha de aute neit ta pei de barn	Wy ride mei de auto nei de top fan de berch.
it is der beade silstrat in akerja witepûnp	It is de tredde sniestoarm yn amper in wike tiid.
hoeferkaatst ike meit famke ha dyn brânin est altyd oan har ponmst	Hoe fertelst it oan it famke fan dyn dreamen, datst altyd oan har tinkst?
ik wint oan it hieleke ein	It begjint hurder te waaien.
mek wer jo muotter	Wat wolle jo witte?
amferkakten binne wen foarstjuerk mei dat seabonen	Alle fertochten binne wer fuortstjoerd neidat se heard binne.
tocst myn ferkalenst tat ik in ek harrien boet urtholp hast	Kinst my fertelle watst tongersdeitenacht foar in wike útheefd hast?
it sinn is feird wan it wer net sa baanska	It sin is fan 'e moarn ek wer net sa bêst, wol?
fei in pear moannen benk ik am part nei de fûnenspatonkaken  m	Oer in pear moannen wurdt it rapport mei de befinings bekend makke.
de faachpelge ine op oani de fjouwer ton foanweggelen	De fraachprizen rinne op oant de fjouwer ton foar in bungalow.
aknijskijen	Opnij skilje.
hy hande stylte soar him saaksnefter el det woasekunten	In ûndersykje soe op himsels net ferkeard wêze, tink ik.
in t poerfaksjen hoe apren by de endan finstersjen	Om kertier foar achten hie er ôfpraat by de yngong fan it stasjon.
ik ha ik racht ich noch net oanstekaan  k ww	Ik haw wrachtich wol wat oars te dwaan.
moen on de gaatkraf sogde ek in unton en krantersen n n	Hja rinne gau troch, sonder ek mar ien kear efterom te sjen.
boermaan is in herlek ei fan hoas en set eaperet hyn wet m	Dy man is de hiele dei fan hús en syn frou hat gjin wurk.
jo wille de maarts opnaamen yn desade meishop ommen	Jo wurde de moarns opnommen en deselde moarns operearre.
ek hak in hopken hanitsje erk oan datten	It tafal holp in hantsje by de ûntdekking.
tsja wer sten de pakkje	Sjoch, dêr stean de pakjes.
hjaw woel helich oare gan dlaain  y	Hy hie hele oare dingen by de ein.
ien doar yn de wike mochten wy ûnder de dos in freed temarn	Ienkear yn de wike mochten we ûnder de dûs, op freedtemoarn.
de bebepalen hawwe de hoade wraait mar dy moatte sin mein wer pakke	De bretalen hawwe de heale wrâld, mar dy moatte se mei-inoar parte.
hja makke de flier ears licht sturje en skafrij meitsje	Jo moatte de flier earst licht skjirje en stoffrij meitsje.
der is njo redn en bang foar ûn raas te waten	Der is gjin reden om bang foar ûnrêst te wêze.
anwenners kin in alle wike nacht wer lêst hawwe fande wurksum halden	Omwenners kinne nije wike in nacht oerlêst hawwe fan de wurksumheden.
moatsje haamin saan sichtber	Meitsje kolom sân sichtber.
de statedranwacht kaimt sar r jirden út als waard der heugewerker ûnsop	Ferskate brânwachtkorpsen rieden út, ek waard in heechwurker ynset.
ik sjoch dat net sanger ligge	Ik soe dat net samar leauwe.
hertachte hat an in it larvenet marn an moat der net om gien kammei syn defoar	Fertochte hat immen it libben ûntnaam omdat er net omgean koe mei syn gefoel.
oener nonsk is batter bedeaft ast de âlde	De iene minske is better bedield as de oare.
oan it setfander wurk de oarde hat swerrichheden thus	De iene sit sûnder wurk, de oare hat swierrichheden thús.
at kaalt men wer t noat oan	Sa krij ik myn wurk nea dien.
der fille no hi spoarn fan it hart	Der foel my in stien fan it hart.
wy wole noch in plat te fa neastin alde framen on in fakde jameitske	Der wie noch in plakje frij neist in âlde frou mei in felgrien mûtske.
hy hat hin ar frege moatroch e it wat djan antwurd tap	Hy hat der nei frege, mar kriget hjir gjin antwurd op.
men slût him en byr patússje tekenje eint en mei itiisdeitejûn	Minsken kinne de petysje tekenje oant en mei tiisdeitejûn.
it brachst der suker ris	It Drachtster sikehús.
hein oer wilait hangen	Ik ha in ûngelok hân.
hjo wut erwln in babe toan in ander weyi saaij ba lolse	Jout de wyn him del, dan kin de mûnder wat seil bylizze.
wy happke der wek net roan de hein	Men moat dy de wurden út 'e mûle helje.
dol ha ik oarfalle wans de kammer	Dêr haw ik de earste de bêste trein pakt.
kanstor kakken wer wenna in koepe makken net foar ûten	Kastrearre katten wurde minder aktyf en moatte net te folle iten hawwe.
jas tedde	Rjochts klikke.
ansterbank omp de haadstaad fan e raan	Amsterdam is de haadstêd fan Nederlân.
it slachttaffer sakken praatpak dan fallt uklei helpe s naren	It slachtoffer sakke troch it dak en foel inkelde meters nei ûnderen.
it is kin sak om mino enen jo knek te mouutsen	It is gesellich om mei-inoar in miel klear te meitsjen.
wetter ski fisen holdse it gurd feest foar de stoarm o foarsamines	Wetterskip Fryslân hâldt syn hert fêst foar de stoarm dy't foarsein is.
oer it biear winneng wurdt it rappart mar de befining spekkent wekke	Oer in pear moannen wurdt it rapport mei de befinings bekend makke.
am it hispbol út jibbesear	Om it hús wie in djippe sleat.
it i doarrek ôld javer s koarret dwarn	It duorre allegearre ferskuorrend lang.
der binne in oertof rolligen wêromt it oerflachsk loft pak let wat	Der binne in oantal redenen wêrom't in oanfraach net takend wurdt.
kok der wibseit is in bedskeapleske te finem mer plet uttenbat fan it fûnelsk	Op de website is in boadskiplistke te finen mei produkten dêr't ferlet fan is.
de skierdenis fan de ynterrêsen fan europa is in proses fan itser stakkers	De skiednis fan de yntegraasje fan Europa is in proses fan lytse stapkes.
it is in witte dat oerrimd foar felstant in aktif be parten	It is in wike dy't oerrint fan feesten en aktiviteiten.
