prediction	reference
op in lange doer fertsjinje jo dy kosten fansels werom	Op 'e lange doer fertsjinje jo dy kosten fansels werom.
san hâlding bringt har yn de problemen	Sa'n hâlding bringt har yn de problemen.
de húshâlding telde sân berm seis jonges en ien famke	De húshâlding telde sân bern, seis jonges en ien famke.
it fakbûn hie ôfspraken makke dat de reorganisaasje stap foar stap gean soe	It fakbûn hie ôfspraken makke dat de reorganisaasje stap foar stap gean soe.
hy sil dêr ek wol net moaier op wurden wêze	Hy sil der ek wol net moaier op wurden wêze.
kin ik hjir jûns as frou allinne sûnder problemen oer de strjitte	Kin ik hjir jûns as frou allinne sonder problemen oer de strjitte?
do hiest al in geweldige kondysje	Doe hiest al in geweldige kondysje.
bioskoop	Bioskoop.
de moarnssesje begjint om healwei alven	De moarnssesje begjint om healwei alven.
der binne oer de hiele wrâld mar inkelde tsientallen stikken rû keramyk bekend	Der binne oer de hiele wrâld mar inkelde tsientallen stikken Ru-keramyk bekend.
de faksjefoarsitter hie foar de gelegenheid in filmke makke	De fraksjefoarsitter hie foar de gelegenheid in filmke makke.
wat trappearre wurdt kin rekkenje op in hege boete	Wa't trappearre wurdt, kin rekkenje op in hege boete.
it eilân suchte ûnder de kriminaliteit	It eilân suchte ûnder de kriminaliteit.
papteek	Apteek.
it bliek in fersin te wêze	It bliek in fersin te wêzen.
op it hichtepunt fan de foarstelling swiere de tritich dûnsers oer it iis	Op it hichtepunt fan de foarstelling swiere der tritich dûnsers oer it iis.
al sparjende moat men je wol sêd ite	Al sparjende moet men jin wol sêd ite.
de learaar hie in fjoerreade holle en it swit rûm him oer it antlit	De learaar hie in fjoerreade holle en it swit rûn him oer it antlit.
hiene je ferwachte dat jo útsocht wurde soene foar dit boekewike geskink	Hiene je ferwachte dat jo útsocht wurde soene foar dit boekewikegeskink?
us systeem fan regels en sanksjes is trochsichtich foar ús learlingen	Us systeem fan regels en sanksjes is trochsichtich foar ús learlingen.
ik kuiere in protte en rûn út en troch oan by syn mem	Ik kuiere in protte en rûn út en troch oan by syn mem.
hy rint dêromhinne as de kat oan de iertebrij	Hy rint deromhinne rinne as de kat om de hjitte brij.
alle jierren jout it koar in tal goed besochte konserten	Alle jierren jout it koar in tal goed besochte konserten.
de grûn wurdt de kommende wiken oanpast om de bysûndere natuer te behâlden	De grûn wurdt de kommende wiken oanpast om de bysûndere natoer te behâlden.
fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier	Fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier.
de measte biblioteken organisearje spesjale middeis dêrt op foarlêzen wurdt	De measte biblioteken organisearje spesjale middeis dêr't op foarlêzen wurdt.
nei oanhâldende warskôgingen waard him de wacht oansein	Nei oanhâldende warskôgingen waard him de wacht oansein.
hy ferwachtet dat de supermerk yn jannewaarje gewoan iepen bliuwt	Hy ferwachtet dat de supermerk yn jannewaarje gewoan iepenbliuwt.
at se in swiepe sjogge en fiele no dan binne se net sa lekker	At se in swipe sjogge en fiele no dan binne se net sa lekker.
it kin net altyd fan ien kant komme	It kin net altyd fan ien kant komme.
dêr is it lêste wurd noch net oer sein	Dêr is it lêste wurd noch net oer sein.
bestân iepenje	Bestân iepenje.
earst soe ik moarntenacht begjinne te friezen mar dat wurdt al fan nacht	Earst soe it moarntenacht begjinne te friezen, mar dat wurdt al fannacht.
wêr soe myn pinne bedarre wêze	Wêr soe myn pinne bedarre wêze?
ik kin him fan de inkelde keare dat we efkes mei inoar praten	Ik ken him fan de inkelde kearen dat we efkes mei-inoar praten.
hoe faak deis draaige jo de kraan net iepen	Hoe faak deis draaie jo de kraan net iepen?
kinst hjir noch echt tsjuster bylibje en nachts kinst in heel soad stjerren sjen	Kinst hjir noch echt tsjuster belibje en nachts kinst in heel soad stjerren sjen.
yn e fierte seagen wy it pears fan de heide	Yn 'e fierte seagen wy it pears fan 'e heide.
de gearkomste smiet gjin fjoerwurk op mar duorre wol goed trije oeren	De gearkomste smiet gjin fjoerwurk op, mar duorre wol goed trije oeren.
ik bin berne yn it heloo yn it einleaze fan tiid en rûmte	Ik bin berne yn it Hielal, yn it einleaze fan tiid en rûmte.
doe bist sa wyt as in lyk	Do bist sa wyt as in lyk.
dêrt it hert fol fan is dêr rint de mûle fan oer	Dêr't it hert fol fan is, dêr rint de mûle fan oer.
ik hied fan henk	Ik hjit fan Henk.
uteringsfrijheid hâldt net in ûnderheindrjocht op misledigjen yn nnn	Uteringsfrijheid hâldt net in ûnbeheind rjocht op misledigjen yn.
sa ticht ha ik dêr noch nea by stean	Sa ticht ha ik der noch nea by stien.
dat hie net wêze moatten en it muoit my tige	Dat hie net wêze moatten en it muoit my tige.
hy krige oan de ein fan moandeimiddei te hearren dat er fuort moast	Hy krige oan de ein fan moandeitemiddei te hearren dat er fuort moast.
al wat yn dit doarp wurket hat in hûs	Al wa't yn dit doarp wurket, hat in hûs.
it bestjoer fan de feriening wol de kapasiteit fan e tal toerriders útwreidzje	It bestjoer fan de feriening wol de kapasiteit fan it tal toerriders útwreidzje.
yn de jierren sechstich hat er tûzenen foarwerpen fûn út de âlde stjintiid	Yn de jierren sechstich hat er tûzenen foarwerpen fûn út de âlde stientiid.
wy hawwe hjoed in nije leardder kocht	Wy hawwe hjoed in nije ljedder kocht.
wêrom is dyn kompjûter ynienen sa traach	Wêrom is dyn kompjûter ynienen sa traach?
pergolaas binne in ideaal hâld fêst foar klimplanten r	Pergola's binne in ideaal hâldfêst foar klimplanten.
de brune rat kin ek yn riuwen libje	De brune rôt kin ek yn rioelen libje.
witte jo wat dy tekst ynhâldt	Witte jo wat dy tekst ynhâldt?
it tekoart oan ottermantsjes kin oplost wurde troch bettere natuerferbiningen nei dútslân r	It tekoart oan ottermantsjes kin oplost wurde troch bettere natuerferbiningen mei Dútslân.
gean nei postvek yn	Gean nei Postfek Yn.
hy rekket him ryk en telt him earen	Hy rekkent him ryk en telt him earm.
it byld fan de berntsjiezus leit fûn tiisdei wer yn de kryststâl l	It byld fan it berntsje Jezus leit sûnt tiisdei wer yn de kryststâl.
it bliek in fersin te wêze	It bliek in fersin te wêzen.
troch de gearwurking sil de produksje mooglik ferdûbelje oant ferfjouwerfeldigje hhhhhhh	Troch de gearwurking sil de produksje mooglik ferdûbelje oant ferfjouwerfâldigje.
as ik jild hie soe ik it keapje kinne	As ik jild hie, soe ik it keapje kinne.
de delsetting waard de rekke by loftoanfallen	De delsetting waard rekke by loftoanfallen.
gean nei it begjin fan de sin	Gean nei it begjin fan de sin.
trije leden fan dyt wurkgroep e dyp omearre molger  ff	Trije leden fan dy wurkgroep binne diplomearre moolner.
ik hied fan n hek	Ik hjit fan Henk.
set ûnder tikels oan	Set ûndertitels oan.
it gitster rigel trije rigels omheech	Ferpleats de rigel trije rigels omheech.
moas toe boek wekker	Mûs dûbelklikke.
ik soe sizzeal lit dy minsken allegearnei rotten ta gean	Ik soe sizze lit dy minsken allegear nei Rottum ta gean.
foar de boer is it in stik better wurden	Foar de boer is it in stik better wurden.
natuer in antsje helpe en syeltyd gewoaner wurden	De natuer in hantsje helpe is hieltyd gewoaner wurden.
webside wie in oare net te berikken	De webside wie in oere net te berikken.
oan thoas wie in djippe sleat	Om it hûs wie in djippe sleat.
ik fyn it minder at der diskriminearre wurdt	Ik fyn it minder dat der diskriminearre wurdt.
hy wit wat him te wachtsjen stiet wat der te fier giet	Hy wit wat him te wachtsjen stiet as er te fier giet.
it moatte noch efkes geduld dwaan want we kinne dêr earst oare moanne terjochte	Wy moatte noch eefkes geduld dwaan, want we kinne dêr earst oare moanne terjochte.
allinnich út begroubere wurdtenskiplike feiten kin in konklúzjes lûke	Allinne út betroubere wittenskiplike feiten kin men konklúzjes lûke.
we hiene fyftich drinske skiep	We hienen fyftich Drintske skiep.
iik hie der gjin aan fan wêr dit frâns it oer hie	Ik hie der gjin aan fan wêr't it frommes it oer hie.
ien foar de hinnen sit al in pear dagen te brieden	Ien fan 'e hinnen sit al in pear dagen te brieden.
dat frege om swierrichheden miene ja	Dat frege om swierrichheden mienden hja.
yn alle lagen fan de maatskippij koenen je wol kwistenen oantreffe	Yn alle lagen fan de maatskippij koenen je wol kristenen oantreffe.
wy moatte marro sjen hoet it him fierder ûnt wynt	Wy moatte mar ris sjen hoe't it him fierder ûntwynt.
syn frou wie al dea dy hie it oan it hert krigen	Syn frou wie al dea, dy hie it oan it hert krigen.
elke fruskalist sil ynse karearre ferskate kearen temeintshet krije mei etyske fraalstikken	Elke fiskalist sil yn syn karriêre ferskate kearen te meitsjen krije mei etyske fraachstikken.
boppe dot is se de takomt wike net	Boppedat is er der takom wike net.
de diken kinne net breder makke wurde want dêr is gjin romte foar	De diken kinne net breder makke wurde, want dêr is gjin romte foar.
se ha it makliker krigen	Se ha it makliker krigen.
de learar hie in fjoerreade holle en it swirt rûn him oer it omntlit	De learaar hie in fjoerreade holle en it swit rûn him oer it antlit.
alle spilers hawwe har bêst dien	Alle spilers hawwe har bêst dien.
wyt ljocht bestiet út kleuren dyt foar ús net te sjen binne	Wyt ljocht bestiet út kleuren dy't foar ús net te sjen binne.
benammen yn de nacht fan saterdei op snein gie it neets	Benammen yn de nacht fan saterdei op snein gie it need.
oan de ein fan it stik wurdt dúdlik wêrom de sân syn mem ratet	Oan de ein fan it stik wurdt dúdlik wêrom de soan syn mem hatet.
it byld fan it berntsjiesis leit sûnt tiisdei wer yn de krystsol	It byld fan it berntsje Jezus leit sûnt tiisdei wer yn de kryststâl.
de brânwacht hat woansdei de hiele jûn oan it nei dwêrsten west by de winkel	De brânwacht hat woansdei de hiele jûn oan it neidwêsten west by de winkel.
undernimmers biede in pear hûndert hantekeningen oan oan de wethâlder	Undernimmers biede in pear hûndert hantekeningen oan oan de wethâlder.
de brune rat kin ek yn rejoelen libje	De brune rôt kin ek yn rioelen libje.
snopt jonges fan achttjin jier rase op skûters en belommens troch de buorren	Snotjonges fan achttjin jier raze op scooters en brommers troch de bruorren.
kinst de augehear near ne kwyt	Kinst de auto hjir nearne kwyt.
waa ik it hjir altyd sa hurd	Waait it hjir altyd sa hurd?
allinnich as hja siikwiene slieppen hja yn it bed fan harren oaren ch	Allinnich as hja siik wiene, sliepten hja yn it bêd fan harren âlden.
yn de seiterpolder komt ek de noardske wrâldmûs foar in bedrige en seldsume mûseshuorte	Yn de Saiterpolder komt ek de Noardske wrotmûs foar, in bedrige en seldsume mûzesoarte.
hy flokte faak en as er lilk wie dan wie it hús te lyts	Hy flokte faak en as er lilk wie, dan wie it hús te lyts.
de moarnsesje begjint om healwei olven	De moarnssesje begjint om healwei alven.
dy boerten binne der o sa wiis mei oo	Dy boeren binne der o sa wiis mei.
ast se my net frege hiene soek der nea oal begûn wêze	As se my net frege hiene, soe ik der nea oan begûn wêze.
ik kuier in protte en rûn út en troch oan by syn mem	Ik kuiere in protte en rûn út en troch oan by syn mem.
bring my yn it ûnthâld dat it ûntwerp om twa oere klear wêze moat	Bring my yn it ûnthâld dat it ûntwerp om twa oere klear wêze moat.
de bestjoerder kaam my de skrik frij	De bestjoerder kaam mei de skrik frij.
hy moat ûnderwielens in flink ein yn de fyftich wêze	Hy moat ûnderwilens in flink ein yn de fyftich wêze.
as se my grut gemak yn in spraat nim ik him oan	As er mei grut gemak Ingelsk praat, nim ik him oan.
de tentoanstelling is te sjen fan njoggentjin oktober oant en mei trettjin desimber	De tentoanstelling is te sjen fan njoggentjin oktober oant en mei trettjin desimber.
begjin dizze moanne waard bekend hoe bysûnder as it grien reade skaaltsje eins is	Begjin dizze moanne waard bekend hoe bysûnder as it grien-reade skaaltsje eins is.
jime moatte it net om de romantyk dwaan	Je moatte it net om de romantyk dwaan.
wa bin ik om te tinken dat ik de ienige bin dyt it wit	Wa bin ik om te tinken dat ik de ienige bin dy't it wit.
it is al wer hast twa wiken lyn dat ik myn lêste berjochtsjestjoerd haw	It is alwer hast twa wike lyn dat ik myn lêste berjochtsje stjoerd haw.
kop pofmint	Kop of munt.
dat hoechde ek syn eigen jonge do net oan der noas te hingjen	Dat hoegde ik syn eigen jonge no net oan de noas te hingjen.
sy gie de hurde konfrontaasje net út de wei	Sy giet de hurde konfrontaasje net út 'e wei.
de adei is fiersten te grut foar de njogge mûnsen dyt dêr noch sitte	De abdij is fierstente grut foar de njoggen muontsen dy't der noch sitte.
de orgalisaasje sús der komme de jierren in tal lokaasjes fanwegen doesunigings	De organisaasje slút de kommende jierren in tal lokaasjes fanwegen besunigings.
sy gie de hurde konfrontaasje net út de wei	Neffens my binne jo ien fan de meast tagonklike skriuwers fan Fryslân.
yn grutte stêde nimt it tal dakleaven ta en ûntsteande probleemswiken	Yn grutte stêden nimt it tal dakleazen ta en ûntsteane probleemwiken.
alles om him hinne is griis	Alles om him hinne is griis.
ofrûne sandeitemidsdei hat in grut part fan e doarp e skoftlang sûnder stroom sitten	Ofrûne saterdeitemiddei hat in grut part fan it doarp in skoftlang sûnder stroom sitten.
yn reade biten spinaazje en spitskôl sit in protte my traats	Yn reade biten, spinaazje en spitskoal sit in protte nitraat.
ik hâld fan bysten en de natuoer	Ik hâld fan bisten en de natoer.
us mem fûn de namme fan ús famke net derekstheel moai	Us mem fûn de namme fan ús famke net drekst heel moai.
bist hjir allinne hinne kommen	Bist hjir allinne hinne kommen?
hy skopt holle by it hearren fan al dy ûnsin	Hy skodholle by it hearren fan al dy ûnsin.
om it hûs wie in djippe sleat	Om it hûs wie in djippe sleat.
boppe dat is er der te kom wike net	Boppedat is er der takom wike net.
hoe moatte wy de ekonomyske krisis de holle biede	Hoe moatte wy de ekonomyske krisis de holle biede?
it is ferskuorrend boppen myn budzjet mar sjen kost et net en drear my ek net	It is ferskuorrend boppe myn budzjet, mar sjen kostet neat en dreame ek net.
it parkoers is troch de iuw hinne hiel wat kearen wizige	It parkoers is troch de iuw hinne hiel wat kearen wizige.
minsken wurdt in fjoerwurkfrij ûnderkommen oanbern foar de âld ears nacht	Minsken wurdt in fjoerwurkfrij ûnderkommen oanbean foar de âldjiersnacht.
boppe stienen fjouwer op makkebêrden mar op trije waard noait sliept	Boppe stienen fjouwer opmakke bêden, mar op trije waard noait sliept.
sy is iennen tachtich ear en de ôlse aktive wedstriiddamster yn fryslân	Sy is ien en tachtich jier en de âldste aktive wedstriiddamster yn Fryslân.
neffens him is nederlân te lyts foar dit soarte fan iensjartiggen	Neffens him is Nederlân te lyts foar dit soarte fan inisjativen.
doe hiest al in geweldige kolisje	Doe hiest al in geweldige kondysje.
dy ege priis wrt konsuminten trochbrekkene	Dy hege priis wurdt oan de konsuminten trochberekkene.
as bern soldaatsje boarte ik graach mar thús krigen wy gjin boardersguod wappen s	As bern soldaatsjeboarte ik graach, mar thús krigen wy gjin boartersguodwapens.
de natuer in hantsje helpe is hieltyd gewoaner wurden	De natuer in hantsje helpe is hieltyd gewoaner wurden.
ik ha dêr sels gjin aan fan hoet hja der út sjocht	Ik ha der sels gjin aan fan hoe't hja derút sjocht.
foar en tsjinstanners reagearre fûel op it boikat	Foar- en tsjinstanners reagearje fûl op de boykot.
al sparjende moat men jin wol sêd ite	Al sparjende moet men jin wol sêd ite.
de fakbûnen hawwe de efterbân ynformearre oer it lêst oanbod fan de wurkjouwer s	De fakbûnen hawwe de efterbân ynformearre oer it lêste oanbod fan de wurkjouwers.
mei fjouwer man foarmen se in ketting oan my nei boppen ta te lokken	Mei fjouwer man foarmen se in ketting om my nei boppen ta te lûken.
ik ha dochs noch fjouwer en in heal oere ûnderweis west	Ik ha dochs noch fjouwer en in heal oere ûnderweis west.
sjong in ferske foar my	Sjong in ferske foar my.
de kaaien binne sneonitenacht diels ûnderstrûpt troch it hege wetter en de hurde wyn	De kaaien binne sneontenacht diels ûnderstrûpt troch it hege wetter en de hurde wyn.
it is hjir gebrûklik dat de kistetroch famylje offranen drûgen wurdt	It is hjir gebrûklik dat de kiste troch famylje of freonen droegen wurdt.
minsken kamen út drintewei hjir te weijen	Minsken kamen út Drinte wei hjir te wenjen.
in flitspyl wie opblaast mei swear fjurwurk	In flitspeal wie opblaasd mei swier fjurwurk.
wy pleatse dûbele wasketafels om de badkeamerfilers moarns koarter te meitsjen	Wy pleatse dûbelde wasktafels om de badkeamerfiles moarns koarter te meitsjen.
se ha it makliker krigen	Se ha it makliker krigen.
syn fel bleaft wyt al brânde de sinne noch sa fol	Syn fel bleau wyt, al brânde de sinne noch sa fûl.
hearst nei it sikehûs brocht mar hy is bûten libbenskefaar	Hy is nei it sikehûs brocht mar hy is bûten libbensgefaar.
de trochreed is der noch dus dat is allegear noch wol heel autenty	De trochreed is der ek noch, dus dat is allegear noch wol heel autentyk.
nei it ûngelok rieden de ambulânses ôf en oan	Nei it ûngelok rieden de ambulânsen ôf en oan.
yn it kamp hinget oeral de reek fan houtfjorkes	Yn it kamp hinget oeral de reek fan houtfjurkes.
in fean fan alle freazen yn nederlân wennet bûten fryslânnnnnn	In kwart fan alle Friezen yn Nederlân wennet bûten Fryslân.
it is ús doel om betiid fuort te gean	It is ús doel om betiid fuort te gean.
dy wie seis jier en dan binne je o sa gefoelich foar dy dingen	Dy wie seis jier en dan binne je o sa gefoelich foar dy dingen.
mûs dûbelklikke	Mûs dûbelklikke.
lit de nije mail oer de hier sjen	Lit de nije mail oer de hier sjen.
ik kin gjin goed mear by him dwaan	Ik kin gjin goed mear by him dwaan.
yn kamminge buorren yn ljouwert is in hierderst belangeferieniging yn oprjochting	Yn Kammingabuorren yn Ljouwert is in hierdersbelangeferieniging yn oprjochting.
fakânsjegongers kiese be wust foar lúkse	Fakânsjegongers kieze bewust foar lúkse.
stille wetters hawwe djippe grûnen	Stille wetters hawwe djippe grûnen.
in soad tiid hawwe jo dochs net mear	In soad tiid hawwe jo dochs net mear.
ik bin berne yn it hielâl yn it einleaze fan tiid en rûmte	Ik bin berne yn it Hielal, yn it einleaze fan tiid en rûmte.
fan natuere binne deileliks gield of oranje	Fan natuere binne deileeljes giel of oranje.
der sitte tre tsjin minsken om dizze tafel en der komme noch in pear by	Der sitte trettjin minsken om dizze tafel en der komme noch in pear by.
de manlju wurde fertocht fan dielnimming oan in kriminele organisaasje	De manlju wurde fertocht fan dielnimming oan in kriminele organisaasje.
wat is dat dochs	Wat is dat dochs?
by de omrop stie ik oanskreaun as sakekundige foar earst europa	By de omrop stie ik oanskreaun as saakkundige foar East-Europa.
de kuier sil duorje oan t likkernôch fjouwer oere	De kuier sil duorje oant likernôch fjouwer oere.
de nije lokaasje ferfangt it âlde plak dat bot ferâlder is en tichtgiet	De nije lokaasje ferfangt it âlde plak, dat bot ferâldere is en tichtgiet.
de bungelos biede plak oan san twahûndert fyftich assyltsikers	De bungalows biede plak oan sa'n twa hûndert fyftich asylsikers.
dy man is sa ûnôzel dy lit him fan alles wees meitsje	Dy man is sa ûnnoazel, dy lit him fan alles wiismeitsje.
ni in wike liet se my trynvantelik it resultaat sjen	Nei in wike liet se my triomfantlik it resultaat sjen.
dy boeren binne der o sa weas mei	Dy boeren binne der o sa wiis mei.
nimmen hat in biologyske klok mei in deilingte fan presys fjouwerentwantich oerren	Nimmen hat in biologyske klok mei in deilingte fan persiis fjouwerentweintich oeren.
busstasjon	Busstasjon.
ik kin sneon de hiele dei	Ik kin saterdei de hiele dei.
frentsher is ús âld akademystêd	Frjentsjer is ús âld akadeemjestêd.
blêdzje troch ofspyllist	Blêdzje troch ôfspyllist.
juster gie it personeel wer oan it wurk nei trije wiken bedriuwsbesetting	Juster gie it personiel wer oan it wurk nei trije wiken bedriuwsbesetting.
it wie op in moaie waardedei yn de moaidis	It wie op in moaie waarme dei yn de maitiid.
mei ik my efkes foarstelle	Mei ik my even foarstelle?
by in oarder fan mear as fyftich euro betelje jo gjin ferstjoerskoasten	By in oarder fan mear as fyftich euro betelje jo gjin ferstjoerskosten.
dyt syn gat baarnt moat op i bljirrend stte	Dy't syn gat baarnt, moat op 'e blierren sitte.
wolle jo wol in bisje foar de mikrafoan sette liuwe l	Wolle jo wol in bytsje foar de mikrofoan sitten bliuwe?
hy hat it gefoel allinne op e wrâld te stean	Hy hat it gefoel allinne op de wrâld te stean.
de jiene seit swis en de oare seit sa	De iene seit sus en de oare seit sa.
trije leden fan dy wurkgroep binne diplomearre moolder	Trije leden fan dy wurkgroep binne diplomearre moolder.
ik fiel my mislik	Ik fiel my mislik.
ik woarskôgje dy jonk hji	Ik warskôgje dy, jonkje!
feroardiele hinne my mart mar ik ferflok jinne allegearre	Feroardielje jimme my mar, mar ik ferflok jimme allegearre.
sa ticht ha e der noch i noait by stian	Sa ticht ha ik der noch noait by stien.
der is in soad ôfwikseling yn de bewegingen dyt makke wurde	Der is in soad ôfwikseling yn de bewegingen dy't makke wurde.
wat kostet in kearner mei balkon	Wat kostet in keamer mei balkon?
tusken de twa hûzen leit in gersfjild dêr lâns kinst by it merkplein komme	Tusken de twa huzen leit in gersfjild; dêrlâns kinst by it merkplein komme.
by de gemeente binne gjin klachten binnen kaam	By de gemeente binne gjin klachten binnen kaam.
dit opfangsintrum foar asylsikers leit oan de râne fan de tkunder bosk	Dit opfangsintrum foar asylsikers leit oan de râne fan it Kúnderbosk.
hears i bie it wir wei dy twa hannigen net bearn oar	Hy is by it wiif wei, dy twa handigen net byinoar.
it soe in tige kâlde nacht wurde mei in pear graden grûn froast	It soe in tige kâlde nacht wurde mei in pear graden grûnfroast.
de tredde tiisdei yn septimber presintearret it regear de miljoen enoan ta en de ryksbegruttingen	De tredde tiisdeis yn septimber presintearret it regear de miljoenenota en de ryksbegrutting.
alle bern binne wolris ûandouwars	Alle bern binne wolris ûndogens.
dizze túnstoel kin ek levere wurde yn it wyts en it brún	Dizze túnstoel kin ek levere wurde yn it wyt en it brún.
bedjin dizze moanne waard bekend hoe bysûnder as it grien reade skoaltsje eins i	Begjin dizze moanne waard bekend hoe bysûnder as it grien-reade skaaltsje eins is.
als soenen sen my dêrdwaan ik wit it net	Al soene se my dea dwaan, ik wit it net.
do witst hoe grutsk oft ik wie op myn prachtich bosk hien	Do witst hoe grutsk oft ik wie op myn prachtich bosk hier.
de sitewaasje is noch al lannen net ideaal mar wy wurkje oan ferbettering	De situaasje is noch lang net ideaal, mar wy wurkje oan ferbettering.
hoe seaget der hjir doe út	Hoe seach it der hjir doe út?
men kin nea witte wanneart de sykte útbrets	Men kin nea witte wannear't de sykte útbrekt.
hy hie in baan dronk amper of neat en hy betelle syn skulden ôf	Hy hie in baan, dronk amper of neat en hy betelle syn skulden ôf.
kanaal omleech	Kanaal omleech.
wat is it lêste neijs	Wat is it lêste nijs?
yn reade biten spinaazje en spitscuol sit in protte nitraat	Yn reade biten, spinaazje en spitskoal sit in protte nitraat.
uleuin tal ynbraken is mei de krystdagen twa kear sa heech as gewoan wy	It tal ynbraken is mei de krystdagen twa kear sa heech as gewoanwei.
gjin ien kin ferwien wurde om earlik oesen op har eigen wurk te praten	Gjinien kin ferbean wurde om earlik oer syn of har eigen wurk te praten.
nij de lêtste tonen wurdt wachte op it aplaus	Nei de lêste toanen wurdt wachte op it applaus.
dat ha ik noait sein	Dat ha ik noait sein!
it byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt	It byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt.
mar j prate	Nei de brân waard rekken holden mei moedwil, benammen omdat der knallen heard wienen.
hja hawwe in hiel team bern	Hja hawwe in hiel team bern.
at jo it formeljier ferstjoerd hawwe krije jo in aktivearringslink	At jo it formulier ferstjoerd hawwe, krijge jo in aktivearringslink.
dy wolle de hotelkosten net betelje	Dy wolle de hotelkosten net betelje.
ik wit net at hja wol komt	Ik wit net oft hja wol komt.
dêr komp pitter ek net foar	Dêr koe Piter ek net foar.
ynienen knetteret der in berjocht út de lûdsprekker fan de mobilefoan	Ynienen knetteret der in berjocht út de lûdsprekker fan de mobilofoan.
it is drok op e waan de reedriders tuerje trochinoar	It is drok op 'e baan, de reedriders twirje trochinoar.
de bestjoerder is mei ûnbekende ferwûnings nei it sikehús brocht	De bestjoerder is mei ûnbekende ferwûnings nei it sikehús brocht.
o neeferoarreelje jimme my mar mar ik foar flok jim allegearre	Feroardielje jimme my mar, mar ik ferflok jimme allegearre.
hy die mei oan in fersetsaksje en foel yn hannen fan de polysje	Hy die mei oan in fersetsaksje en foel yn hannen fan de polysje.
op de motaasjeôfdieling wurde strykiezen s makke	Op de montaazjeôfdieling wurde strykizers makke.
noendan is it dreech realiteit fan fantasy te ûnderskieden	No en dan is it dreech realiteit fan fantasy te ûnderskieden.
sokke snije blommen steane net lang	Sokke snijblommen steane net lang.
