prediction	reference
ik rin nei myn âlde pjano en druk op ien fan de wite tûetsen	Ik rin nei myn âlde piano en druk op ien fan 'e wite toetsen.
i tentoanstelling is te sjen fan njoggentjin oktober oant en mei trettjin sepsimber	De tentoanstelling is te sjen fan njoggentjin oktober oant en mei trettjin desimber.
hy rynt oft de skonken him yn e knoop sitten	Hy rint oft de skonken him yn 'e knoop sitte.
jou yn it ingels antwurd op de folgjende fragen	Jou yn it Ingelsk antwurd op de folgjende fragen.
allinne út betroubere wittenskiplike feiten kin men konklúzjes lûke	Allinne út betroubere wittenskiplike feiten kin men konklúzjes lûke.
hy scot holle by it hearren fan al le jûnsen	Hy skodholle by it hearren fan al dy ûnsin.
ik ha oer twa jieren yn dy blamma frysk	Ik ha oer twa jier myn diploma Frysk.
as se net komt wat dogge jo dan	As er net komt, wat dogge jo dan?
ik hâld fan dy	Ik hâld fan dy.
ik bin syn adres kwyt mar ik wit dat er hjir earne wenje moat	Ik bin syn adres kwyt, mar ik wit dat er hjirearne wenje moat.
it parkoers is troch de iuw hinne hiel wat kearen wizigne	It parkoers is troch de iuw hinne hiel wat kearen wizige.
it wie moai waar	It wie moai waar.
ik haw hjir de heale nacht op dy sitten te wachtsjen	Ik ha hjir de heale nacht op dy sitten te wachtsjen.
ik bin tige sfeargefoelich en fiel hiel gou oft der wat te ferretden is	Ik bin tige sfeargefoelich en fiel heel gau oft der wat te rêden is.
dy wie seis jier en dêr binne je o sa gefoelich foar dy dingen	Dy wie seis jier en dan binne je o sa gefoelich foar dy dingen.
soenen jo efkes nei myn skook sjele kinne	Soenen jo efkes nei myn skonk sjen kinne?
de nûmers alve en tolve degredearje streekkrjocht nei de oergongsklasse	De nûmers alve en tolve degradearje streekrjocht nei de oergongsklasse.
ombinners hearden om seis oere hinne in lûde klap en bellen de polysje	Omwenners hearden om seis oere hinne in lûde klap en bellen de polysje.
dy koenen dan maatregels nimme oft se dat woenen	Dy koenen dan maatregels nimme at se dat woenen.
se lûke in spoar fan fernielingen troch it hiele doarrep	Se lûke in spoar fan fernielingen troch it hiele doarp.
trije leden fan dy wurkgroep binne diplomearre moolner	Trije leden fan dy wurkgroep binne diplomearre moolner.
lit de nije mail oer de hier sjen	Lit de nije mail oer de hier sjen.
de trochreed is der ekt noch dus dat is allegearre noch wol hheel ôtentyk	De trochreed is der ek noch, dus dat is allegear noch wol heel autentyk.
de direksje fan e bank wie net berikbaar foar kommintare	De direksje fan 'e bank wie net berikber foar kommentaar.
it tekoart oan ottermeitsjes kin oplost wurde troch bettere natuerferbiningen mei dútslân	It tekoart oan ottermantsjes kin oplost wurde troch bettere natuerferbiningen mei Dútslân.
ik krige goed te iten en in waarme tekken	Ik krige goed te iten en in waarme tekken.
it wie de tongersdeitemoarns nei keningsdei ien en al aktiviteit yn de binnenstêd	It wie de tongersdeitemoarns nei Keningsdei ien en al aktiviteit yn de binnenstêd.
ha jo in bôleplankje foar ús	Hawwe jo in bôleplankje foar ús?
it is better dat men is ôfwiisd wurdt dan dat men gjin ûnderfining opdocht	It is better dat men ris ôfwiisd wurdt as dat men gjin ûnderfining opdocht.
de tentoanstelling is te sjen fan njogentjin oktober oant en mei trettjin desimber	De tentoanstelling is te sjen fan njoggentjin oktober oant en mei trettjin desimber.
de gemeenteriid praat kommende tongersdei oer de plannen	De gemeenteried praat kommende tongersdei oer de plannen.
dat fyn ik echt	Dat fyn ik echt.
dat binne myn suskes	Dat binne myn suskes.
hy die mei oan in fersetaksje en foel yn e hannen fan de plysje m	Hy die mei oan in fersetsaksje en foel yn hannen fan de polysje.
jimme hawwe it grival yn e krante sjoen r	Jimme hawwe it grif al yn de krante sjoen.
us systeem foanr regels en sanksjes is trochsichtich foar ús learlingen	Us systeem fan regels en sanksjes is trochsichtich foar ús learlingen.
trije leden fan dy wurkgroep binne diplomearre moalder	Trije leden fan dy wurkgroep binne diplomearre moolder.
dêr kinne wy sa net komme dan ha je in boatsje neodich	Dêr kinne we sa net komme, dan ha je in boatsje nedich.
behearsing fan dúts en  ingels yn wurd en skrift is fereaske	Behearsking fan Dútsk en Ingelsk yn wurd en skrift is fereaske.
syn argewaasje wie ferdwûn en ek de wurgens fan de sneontemoarn	Syn argewaasje wie ferdwûn en ek de wurgens fan de sneontemoarn.
ofrûne saterdeitemiddei hat in grut part fan it doarp in skoftlang sûnder stroom sitten	Ofrûne saterdeitemiddei hat in grut part fan it doarp in skoftlang sûnder stroom sitten.
in ynterfiwer moat trochfreegje om efter de miening fan de respondint te kommen	De ynterviewer moat trochfreegje om efter de miening fan de respondint te kommen.
syn passy foar hûnesport makke dat hy in kompleet djipfriesemiel foar hûnen ûntwikkele  fff	Syn passy foar hûnesport makke dat er in kompleet djipfriesmiel foar hûnen ûntwikkele.
stel ôfdrukgebiet yn op de earste fjirtjin	Stel ôfdrukgebiet yn op de earste fjirtjin.
geregeld wurde der minsken nei hús ta stjoerd	Geregeld wurde der minsken nei hûs ta stjoerd.
de direkteur niamt de problemen in grutte finansjele strop foar syn bedriuw	De direkteur neamt de problemen in grutte finansjele strop foar syn bedriuw.
it slachtoffer waard op syn fyts oanriden troch in auto	It slachtoffer waard op syn fyts oanriden troch in auto.
de mâlju wurde fertocht foan dielnimming oan in krimineele organisaasje	De manlju wurde fertocht fan dielnimming oan in kriminele organisaasje.
it bestrieden fan de oerlêst falt ôf	It bestriden fan de oerlêst falt ôf.
lett ús earst begjinne mei dy muzykskoallen	Lit ús earst begjinne mei dy muzykskoallen.
alle freonen oan wat ik in útnûging stjoerd haw binne op it feestkaam	Alle freonen oan wa't ik in útnûging stjoerd haw, binne op it feest kommen.
hoefolle wetter kin it gers op it dyk oan	Hoefolle wetter kin it gers op de dyk oan?
de fakbûnen hawwe de efterbaan ynformearre oer it lêste oanbod fan de wurkjouwers	De fakbûnen hawwe de efterbân ynformearre oer it lêste oanbod fan de wurkjouwers.
foar moarn ha we ús opjûn om te hynsteriden op it strân	Foar moarn hawwe wy ús opjûn om te hynsteriden op it strân.
ik kin saterdei de huele dei	Ik kin saterdei de hiele dei.
kin ik hjir jûns as frou allinnich sûnder problemen mostrjitte   ffrpp	Kin ik hjir jûns as frou allinne sonder problemen oer de strjitte?
ik kuier ji in protte en rûn út en troch oan by syn mem	Ik kuiere in protte en rûn út en troch oan by syn mem.
hears bie it wiif wei dyt twa handigen neat bie inoar e	Hy is by it wiif wei, dy twa handigen net byinoar.
ik ha der gjin beswier tsjin	Ik ha der gjin beswier tsjin.
yn e nacht fan woansde op tongersdei binne de êarbeks stellen út fyftich autos	Yn de nacht fan woansdei op tongersdei binne de airbags stellen út fyftich auto's.
dyn eks hat ek al wer wat oan it hantsje	Dyn eks hat ek al wer wat oan 't hantsje.
tsjerkhôf	Tsjerkhôf.
de trije dielen binne útjûn troch de fryske akademy	De trije dielen binne útjûn troch de Fryske Akademy.
wy hawwe hjoed in nije learder kocht	Wy hawwe hjoed in nije ljedder kocht.
de holas binne in idiaal hâld fêst foar klinpplamten	Pergola's binne in ideaal hâldfêst foar klimplanten.
hja koene sels goed ferkeapje	Hja koe harsels goed ferkeapje.
de swipe dêr binne se al in bytsje bank fan	De swipe, dêr binne se al in bytsje bang fan.
de fjilden lizze oan e kym ta ûnder de snie dnnn	De fjilden lizze oan 'e kym ta ûnder de snie.
gea nei skiednis gg	Gean nei skiednis.
nei de lêste toanen wurdt wachte op it aplaus	Nei de lêste toanen wurdt wachte op it applaus.
men wol der earst noch wolris oer tinke	Men wol der earst noch wolris oer tinke.
in soad tiid hawwe jo dochs net mear	In soad tiid hawwe jo dochs net mear.
blêdzje	Blêdzje.
nei in wike liet se my triomfantlik it resultaat sjen	Nei in wike liet se my triomfantlik it resultaat sjen.
it aktiviteiteoanbod is gear stalted basis fan winsken fan de kliënten a	It aktiviteite-oanbod is gearstald op basis fan winsken fan de kliïnten.
hja wie al fyftich mar hja seacht der folle jonger út	Hja wie al fyftich, mar hja seach der folle jonger út.
klik bewarje as	Klik Bewarje as.
wat kostet in keamer mei balkoen	Wat kostet in keamer mei balkon?
dy generaasje is yntusken útstoarn	Dy generaasje is yntusken útstoarn.
dat hoecgde ek syn eigen jonge noe net oan de noas te higen	Dat hoegde ik syn eigen jonge no net oan de noas te hingjen.
it soe in tige kâlde nacht wurde mei in pear graden grûnfroast	It soe in tige kâlde nacht wurde mei in pear graden grûnfroast.
hja frege him om har hannen tusken tsines op te warmjen	Hja frege him om har hannen tusken sines op te waarmjen.
hy rint dêromhinne rinne as de kat om de jittebrij	Hy rint deromhinne rinne as de kat om de hjitte brij.
neffens him is nederlân te lyts foar dit soarte fan inisjativen	Neffens him is Nederlân te lyts foar dit soarte fan inisjativen.
de húshâldingsbegelieder komt op syn minst ien kear wyks by jin thús	De húshâldingsbegelieder komt op syn minst ien kear wyks by jin thús.
hja hawwe in hiel tin bern	Hja hawwe in hiel team bern.
om it hûs wie in djippe sleat	Om it hûs wie in djippe sleat.
dêr is ûndersyk dien nei de winsken fan toeristen dyt nei de ôfslytdyk komme	Der is ûndersyk dien nei de winsken fan toeristen dy't nei de Ofslútdyk komme.
in bedriuwsgebliuw yn ljouwert is woansdeitemiddei troffen troch in útsleinende brân e	In bedriuwsgebou yn Ljouwert is woansdeitemiddei troffen troch in útslaande brân.
hy is al in pear dagen net op skoalle kâam	Hy is al in pear dagen net op skoalle kaam.
feroardielje jimme my mar mar ik ferflok jimme allegearre j	Feroardielje jimme my mar, mar ik ferflok jimme allegearre.
hoe kom ik fan hjir nei emiljans	Hoe kom ik fan hjir nei Emiel Jans?
sylvia waard de sneintenachts mei herklachten opnommen yn it sikehús	Sylvia waard de sneintenachts mei hertklachten opnommen yn it sikehús.
wy geane de goede kant op mar ferskate saken kinne noch better	Wy geane de goede kant op, mar ferskate saken kinne noch better.
alles om him hinne is griis	Alles om him hinne is griis.
meitsje dat fet	Meitsje dat fet.
hy is nei it sikehús brocht mar hy is bûten libbensgefaar	Hy is nei it sikehûs brocht mar hy is bûten libbensgefaar.
boppe dat is it der takom e wike net	Boppedat is er der takom wike net.
it leveret jo foar it hiele bedriuw in rindemintsferbettering op	It leveret jo foar it hiele bedriuw in rindemintsferbettering op.
dy wolle de hotelkosten net betelje	Dy wolle de hotelkosten net betelje.
at se in swier pesjogge en fiele no dan binne se net sa lekker	At se in swipe sjogge en fiele no dan binne se net sa lekker.
it hart draaide my om yn t liif	It hart draaide my om yn it liif.
hja lei yn it gers in stoarre yn de blauwe kong fan de himmel	Hja lei yn it gers en stoarre yn de blauwe kom fan de himel.
de hierkleur stiet by de berte noch net fêst	De hierkleur stiet by de berte noch net fêst.
mûs dûbelklikke	Mûs dûbelklikke.
der sitte trettjin minsken om dizze tafel en der komme noch in pear by	Der sitte trettjin minsken om dizze tafel en der komme noch in pear by.
boet it ûngelok barre koe yn it dúdlik	Hoe't it ûngelok barre koe, is net dúdlik.
ik giet fan hink	Ik hjit fan Henk.
blêdzje troch map	Blêdzje troch map.
dizze túnstoel kin ek levere wurde yn it wyt en yn it brún	Dizze túnstoel kin ek levere wurde yn it wyt en it brún.
de aksjegroep is poer en begrypt der neat fan	De aksjegroep is poer en begrypt der neat fan.
it wie ferskuorrend boppe wyn burdhat mar it sjin kostet neat en dreame ek net	It is ferskuorrend boppe myn budzjet, mar sjen kostet neat en dreame ek net.
al sparjende muot men jin wol sêd ite	Al sparjende moet men jin wol sêd ite.
hy is by it wiifwei dy twa handige net by elkoar	Hy is by it wiif wei, dy twa handigen net byinoar.
doet se op dy sneintejûn op bêd giene fiel de koars him wat kriperich	Doe't se op dy sneintejûn op bêd giene, fielde Koos him wat griperich.
dizze deiekskurzje bringt jo nij de súdlike kant fan de kostablanka	Dizze dei-ekskurzje bringt jo nei de súdlike kant fan 'e Costa Blanca.
hja rieden troch de stille stêd yn in mansfear nei it sikehús	Hja rieden troch de stille stêd yn moarnssfear nei it sikehûs.
der kin wat oerlest wêze fanwegen de bouaktiviteiten	Der kin wat oerlêst wêze fanwege de bouaktiviteiten.
binne jo net bang dat jo de ûnferdraach soms yn e hân wurkje sille	Binne jo net bang dat jo de ûnferdraachsumens yn 'e hân wurkje sille?
se groeide opyn amsterdam yn in read nêst	Se groeide op yn Amsterdam yn in read nêst.
hastoar dit wykein oan tiid of leaver in oare kear	Hasto it dit wykein oan tiid of leaver in oare kear?
fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier	Fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier.
dizze deiekskurzje bringt jo nei de súdlike kant fan de kostta blanka	Dizze dei-ekskurzje bringt jo nei de súdlike kant fan 'e Costa Blanca.
de dokter wol dat wybe noch fjirtjin dagen rêst nimt	De dokter wol dat Wybe noch fjirtjin dagen rêst nimt.
soercoal is lang hâldber sûonder dat der in konservearingsmiddel oan te pas komt	Soerkoal is lang hâldber sonder dat der in konservearringsmiddel oan te pas komt.
sy litte de bern foar wyld omrinne	Sy litte de bern foar wyld omrinne.
hy hat tongersdei mar koart meitraind omdat er wat syk is	Hy hat tongersdei mar koart meitraind omdat er wat siik is.
yn e tuskentiid sille jo de auto stean litte moatte	Yn 'e tuskentiid sille jo de auto stean litte moatte.
de swiere apparaten moatte mei twa kranen it fabryk yntakele wurden	De swiere apparaten moatte mei twa kranen it fabryk yn takele wurde.
at jo it formulier ferstjoerd hawwe krije jo in aktivearringslink	At jo it formulier ferstjoerd hawwe, krijge jo in aktivearringslink.
yn de jierren sestich hat er tûzenden foarwerpen fûne út de âlde steantiid	Yn de jierren sechstich hat er tûzenen foarwerpen fûn út de âlde stientiid.
hy ferwachtet dat de supermerk yn jannewaarje guoan iepen bliuwt	Hy ferwachtet dat de supermerk yn jannewaarje gewoan iepenbliuwt.
jacht de dûn sûnder foarm fan proses yn de finzenis	Hja ferdwûn sûnder foarm fan proses yn de finzenis.
doet se op dy sneintejûn op bêd giene fielde koos him wat griperich	Doe't se op dy sneintejûn op bêd giene, fielde Koos him wat griperich.
wa soarget foar jo en de poppe	Wa soarget foar jo en de poppe?
lotgenoaten hawwe mar in heel wurd neadich om dy te begriten	Lotgenoaten hawwe mar in heal wurd nedich om dy te begripen.
we hienen fyftich drintske skiep	We hienen fyftich Drintske skiep.
gjin inkelde foarm fan famkes besnieden is wurdt yn nederlân tastsjin	Gjin inkelde foarm fan famkesbesnijenis wurdt yn Nederlân tastien.
meidwaan oan de tocht kin allinnich nei ynskriuwing foarôff	Meidwaan oan 'e tocht kin allinnich nei ynskriuwing foarôf.
dy man is sa onnoagel dy lit him fan alles wies meitsje	Dy man is sa ûnnoazel, dy lit him fan alles wiismeitsje.
kanaal omleech	Kanaal omleech.
alle spilers hawwe har best dien	Alle spilers hawwe har bêst dien.
de kraijen binne sneoditenacht diels ûnderstrûpt troch it hege wetter en de hurde wyn	De kaaien binne sneontenacht diels ûnderstrûpt troch it hege wetter en de hurde wyn.
de bedriuwsgebou yn ljouwert is woansdeitemiddei troffen troch in útslaande brân	In bedriuwsgebou yn Ljouwert is woansdeitemiddei troffen troch in útslaande brân.
wy sille jo jûn in iepenloftspulhearre litte	Wy sille jo jûn in iepenloftspul hearre litte.
de iene seit sus en de oare seit sa	De iene seit sus en de oare seit sa.
sjong in feske foar my	Sjong in ferske foar my.
display út	Display út.
mei ik my even foarsstelle	Mei ik my even foarstelle?
is men wat âlder dan kin men fan drege siteaasje berter ferneare	Is men wat âlder, dan kin men sa'n drege sitewaasje better ferneare.
de bewenners krije fjouwer wike yn der tiid om in nij ûnderkommen te sykjen	De bewenners krije fjouwer wiken de tiid om in nij ûnderkommen te sykjen.
yn grutte stêden nimt it toldakleazen ta en ûntsteane probleemwiken	Yn grutte stêden nimt it tal dakleazen ta en ûntsteane probleemwiken.
blêdzje troch ôfnspylist	Blêdzje troch ôfspyllist.
skriuw de earste fiif wurden	Skriuw de earste fiif wurden.
hy gie fuortdaliks yn berop en dêrnei sil wer yn kassaasje gean	Hy gie fuortdaliks yn berop en dêrnei sil er yn kassaasje gean.
wy giene noch efkes thús oan en dêr siet koos mei twa maten	Wy giene noch efkes thús oan en dêr siet Koos mei twa maten.
de abdij is fiersten te grut foar de njogge muonsten dyt der noch sitte	De abdij is fierstente grut foar de njoggen muontsen dy't der noch sitte.
ferpleats de rigel trije rigels omheech	Ferpleats de rigel trije rigels omheech.
yn cammiga buorren yn ljouwert is in hierdesk belangeferiening yn oprjochting	Yn Kammingabuorren yn Ljouwert is in hierdersbelangeferieniging yn oprjochting.
fakânsjegonges kieze bewust foar lúkse	Fakânsjegongers kieze bewust foar lúkse.
de organisaasje slút de kommende jierren in tal lokaasjes fanwege besuligings	De organisaasje slút de kommende jierren in tal lokaasjes fanwegen besunigings.
it is ferskuorren boppen myn buzjet mar sjen kost neat en dreamje ek net	It is ferskuorrend boppe myn budzjet, mar sjen kostet neat en dreame ek net.
de bewenners krije fjoul wiken de tiid om in nij ûnderkommen te sykjen	De bewenners krije fjouwer wiken de tiid om in nij ûnderkommen te sykjen.
hy hat in grut burt en in snor	Hy hat in grut burd en in snor.
it frysk moat fansels wol waarborge wurde	It Frysk moat fansels wol waarboarge wurde.
kin we hjir oant tsiensje blauwe	Kinne wy hjir oant tiisdei bliuwe?
de húshâldingsbugelider komt op syn minst ien kear wyks by jim thús	De húshâldingsbegelieder komt op syn minst ien kear wyks by jin thús.
ien fan de hinnen sit al in pear dagen te brieden	Ien fan 'e hinnen sit al in pear dagen te brieden.
wa fynsto de ferfelendste	Wa fynsto de ferfelendste?
nei in swiere training haw ik gjin sin oan iten en wurd ik mislik	Nei in swiere training ha ik gjin sin oan iten en wurd ik mislik.
de website wie in oere net te beriden	De webside wie in oere net te berikken.
pake hie mei syn hiele húshâlding yn it rûefke wenne	Pake hie mei syn hiele húshâlding yn it roefke wenne.
hy hat in grut burd en in snôr	Hy hat in grut burd en in snor.
it spul kin binnen en butendoar spile wurde en is middei fullend	It spul kin binnen- en bûtendoar spile wurde en is middeifoljend.
dat is fan minder belang	Dat is fan minder belang.
as er mei grut gemak engels praat niam ik him oan	As er mei grut gemak Ingelsk praat, nim ik him oan.
syn felblauwe wyt of brânde de sinne noch sa fol	Syn fel bleau wyt, al brânde de sinne noch sa fûl.
wat moatte wy hjin no mei	Wat moatte wy hjir no mei?
der is in fêste deiyndieling en der binne beskate groepswegels	Der is in fêste deiyndieling en der binne beskate groepsregels.
hy krige acht minuten foar de tiid noch in reade kaart	Hy krige acht minuten foar tiid noch in reade kaart.
heal febrewaris is de bêste tiid om de skeen kaart te bringen	Heal febrewaris is de bêste tiid om de skea yn kaart te bringen.
sykje jo in oplossing dyt klear is om te brûken	Sykje jo om in oplossing dy't klear is om te brûken?
as je belisze wolle moatte je wat oarskeapje as keunst	As je belizze wolle, moatte je wat oars keapje as keunst.
de keuken is it kloppend hart fan it hús	De keuken is it klopjend hart fan it hûs.
ik lit my tintsen en myn ferbylding harren gong gean	Ik liet myn tinzen en myn ferbylding harren gong gean.
de yn ytstyfnimmers fan it reverinden binne tsjin de bou fan de wynmoarnen	De inisjatyfnimmers fan it referindum binne tsjin de bou fan de wynmûnen.
sil ik frysk keaze	Sil ik Frysk kieze?
it wiene de koarte meditaasjes fan sawat in koartier	It wiene koarte meditaasjes fan sawat in kertier.
begjin dizze manne waard bekend hoe bysûnder as it grienreade skaaltsje eins is	Begjin dizze moanne waard bekend hoe bysûnder as it grien-reade skaaltsje eins is.
ik kin jime fan de inkelde kearen dat we efkes mei inoar praten	Ik ken him fan de inkelde kearen dat we efkes mei-inoar praten.
tongersdeideinacht wie der ek al oanhâlden foar it riden ûander ynfloed	Tongersdeitenacht wie er ek al oanholden foar it riden ûnder ynfloed.
klik op ôfbylding	Klik op ôfbylding.
it jild moat te komme ek al mut der in stik lânen fuort	It jild moat der komme, ek al moat der in stik lân om fuort.
goenemoarn allegearre	Goemoarn allegear.
stjoer email troch	Stjoer e-mail troch.
elk praat út syn eigen belangwei mar oer al hingent wol in priiskârtsje oan	Elk praat út syn eigen belang wei, mar oeral hinget wol in priiskaartsje oan.
it einlân suchte ûnder de kriminaliteit	It eilân suchte ûnder de kriminaliteit.
doe hiest al in geweldige kondysje	Doe hiest al in geweldige kondysje.
sa leverje wy allegearre úse bydrage ta ferbettering fan de wrâld	Sa leverje wij allegearre ús bydrage ta ferbettering fan de wrâld.
wat is it lêtste neijs	Wat is it lêste nijs?
troch de fakânsjeperiode is it relatyf rêstich op e dyk	Troch de fakânsjeperioade is it relatyf rêstich op 'e dyk.
dat keane oan ien en tweintich juny ta	Dat kin oant ien en tweintich juny ta.
om it achttjinde jier hjinne groeit d famkesstim út ta sopraam mesussopraam of ald	Om it achttjinde jier hinne groeit de famkesstim út ta sopraan, mezzosopraan of alt.
by de omrop stie ik oanskreaun as sakundige foar earst europa	By de omrop stie ik oanskreaun as saakkundige foar East-Europa.
men kin dizze plant sûnder swierichheden yn it thún kweke	Men kin dizze plant sonder swierrichheden yn 'e tún kweke.
it bestjir fan de ferieniging wol de kapasiteit fan it toltoer yn dus útweitsje	It bestjoer fan de feriening wol de kapasiteit fan it tal toerriders útwreidzje.
de filmsenario skriuwt de filmspilers fan minút ta minút foar wat se dwaan moatte	It filmsenario skriuwt de filmspilers fan minút ta minút foar wat se dwaan moatte.
it byhâln fan in draaihboek is wat der al eauwen en eauwen dien wurdt	It byhâlden fan in deiboek is wat dat al iuwen en iuwen dien wurdt.
nei it ûngelok rieden de ambulânses ôfvenoan	Nei it ûngelok rieden de ambulânsen ôf en oan.
it wie smuorheid yn e keamer	It wie smoarhjit yn 'e keamer.
de striid rint hieltyd mear út e hân	De striid rint hieltyd mear út de hân.
it programma wie fan twa oere oant kertier foar fjouweren	It programma wie fan twa oere oant kertier foar fjouweren.
oer in pear wiken begjinne de earste merken wer	Oer in pear wike begjinne de earste merken wer.
dat sil yn de rin fan dit programma bliken dwaan	Dat sil yn de rin fan dit programma bliken dwaan.
hy is der oaremoarns om tsien oare	Hy is der de oare moarns om tsien oere.
wêr mutt it mei dy hinne	Wêr moat it mei dy hinne?
de direkteur wol trochfjochtsje foar de werstaad fan it fabryk	De direkteur wol trochfjochtsje foar in werstart fan it fabryk.
lit my belskiednis sjen	Lit myn belskiednis sjen.
ik sjoch him leaver fan efteren as fan foarren	Ik sjoch him leaver fan efteren as fan foaren.
nei de brân wat rekken holden mei moedwil benammen omdat der knallen neart werden	Nei de brân waard rekken holden mei moedwil, benammen omdat der knallen heard wienen.
de druk like dêrmei foar it earst fan de tsjettel	De druk liket dêrmei foarearst fan 'e tsjettel.
apteek	Apteek.
tongersdeitenachts begûn it terein en dat hâldt op freedtemiddei pas op	De tongersdeitenachts begûn it te reinen en dat hold op freedtemiddei pas op.
oer de ein fan it stik wurdt dúdlik wêrom de soanen syn mem hadt et	Oan de ein fan it stik wurdt dúdlik wêrom de soan syn mem hatet.
wy moatte der eaven meiinoar de skouders ûnder sette	We moatte der even mei-inoar de skouders ûnder sette.
op it strân stienin ploegje jonge manlju en froulju	Op it strân siet in ploechje jonge manlju en froulju.
wy hawwe hjoed in nije letder kocht	Wy hawwe hjoed in nije ljedder kocht.
hoe lûdgefoelich moat men wêze om it butenbartsje fan bern ferbiden te litte	Hoe lûdgefoelich moat men wêze om it bûten boartsjen fan bern ferbiede te litten?
ien inoar wie tige nei it sin	Ien en oar wie tige nei it sin.
de regeling sil benammen jilde foar earnstige gefallen	De regeling sil benammen jilde foar earnstige gefallen.
